Country,Age group,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Denmark,20-24,"170,7","170,0","171,4","171,4","174,2","174,7","177,9","161,3","142,5","133,8","131,7","140,5","140,3","131,6","133,4","136,7","121,2","115,3","113,5","107,8","101,8","92,3","87,4","79,5","76,8","75,9","74,2","70,7","71,7","72,9","73,3","70,2","68,0","64,7","63,2","61,8","59,7","56,5","54,5","53,6","52,6","51,3","48,7","46,4","44,8","43,4","43,5","41,9","45,3","42,2","42,6","38,3","37,1","34,4","34,2","33,9","35,0","34,4","31,5","28,9","25,3","23,7"
Denmark,25-29,"157,8","157,2","157,3","173,0","161,8","163,3","161,7","145,9","134,5","129,8","132,5","144,4","142,9","137,1","133,3","136,0","125,0","119,9","124,7","120,7","117,9","111,0","112,9","111,6","113,3","118,1","120,0","122,3","128,0","131,4","134,7","135,2","140,4","138,0","141,7","139,7","132,9","131,8","127,7","126,7","128,5","127,0","123,0","125,6","126,1","126,1","127,6","126,3","125,5","122,5","122,4","113,6","111,9","106,4","108,5","109,2","114,6","111,7","109,1","107,0","105,5","106,6"
Denmark,30-34,"87,8","87,2","86,8","95,2","86,9","87,2","87,9","76,4","69,3","67,8","66,3","69,5","69,4","65,7","64,4","63,6","59,1","55,7","56,0","54,6","53,7","51,4","54,1","55,4","59,1","64,1","68,4","71,3","76,6","82,4","86,7","89,7","98,9","100,2","106,9","109,1","107,0","109,0","108,5","110,2","115,3","113,0","115,7","121,2","125,7","127,1","131,6","130,0","133,8","130,5","133,8","126,1","124,0","121,3","121,9","125,2","129,5","127,5","128,3","127,8","128,0","132,9"
Denmark,35-39,"38,8","38,4","37,7","43,6","37,9","38,3","36,4","31,8","28,1","26,4","24,8","24,3","24,0","21,2","20,4","18,2","18,2","16,7","17,0","16,7","16,3","15,4","15,7","15,2","17,2","18,0","19,6","21,5","23,3","25,3","27,3","29,7","31,8","33,5","36,5","38,4","38,3","40,6","41,0","43,2","43,6","44,0","45,6","46,6","47,4","49,2","51,5","55,3","57,0","56,3","58,9","55,8","55,5","54,3","56,4","57,5","61,1","60,2","60,7","60,7","61,5","67,0"
Denmark,40-44,"11,5","11,0","10,6","12,3","9,5","9,1","8,2","7,0","6,2","5,3","5,4","4,4","4,2","3,9","3,7","3,4","3,2","2,8","2,4","2,6","2,5","2,3","2,3","2,3","2,4","3,0","3,4","3,2","3,2","3,6","3,7","4,0","4,4","5,0","5,2","5,3","5,6","5,7","5,9","6,0","6,7","6,8","7,2","7,7","7,6","8,3","8,8","9,2","9,5","9,6","9,6","9,8","10,1","10,4","11,0","11,1","11,6","12,1","12,5","12,5","12,7","13,4"
Denmark,45-49,"0,7","0,7","0,6","0,7","0,6","0,8","0,6","0,5","0,3","0,4","0,3","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,1","0,2","0,1","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,3","0,3","0,3","0,3","0,4","0,5","0,5","0,5","0,5","0,6","0,6","0,5","0,6","0,6","0,7","0,7","0,8","0,8","1,0"
Estonia,15-19,"23,0","24,1","21,3","21,0","21,8","23,6","24,3","23,4","28,6","27,7","32,5","33,9","34,1","33,1","35,4","35,9","36,8","38,5","39,4","42,5","44,6","45,1","41,0","40,9","43,6","43,9","42,3","43,8","43,8","53,3","54,9","53,8","50,4","44,2","40,4","37,8","35,6","31,0","27,4","26,7","26,4","24,8","23,0","22,0","22,6","22,6","22,9","25,1","23,8","21,0","17,5","16,2","15,3","16,3","15,6","12,5","10,5","10,1","9,6","8,5","7,9","5,7"
Estonia,20-24,"127,1","130,4","132,0","125,3","132,2","130,6","128,9","133,4","144,0","154,5","158,7","162,4","160,2","158,9","163,2","163,3","168,1","167,5","166,9","164,8","170,4","170,9","173,6","178,3","180,7","175,0","180,6","187,3","185,7","178,1","164,7","149,3","140,5","118,8","113,7","106,6","101,6","91,7","89,7","90,1","84,6","79,8","76,7","75,7","78,0","74,3","73,9","77,1","73,4","68,2","65,3","58,6","56,7","55,1","54,4","52,9","48,0","48,0","46,8","46,7","42,4","39,7"
Estonia,25-29,"119,7","120,3","117,6","115,7","119,5","114,6","112,6","117,3","123,3","129,1","130,5","130,1","123,7","118,5","117,9","116,5","115,1","114,6","112,3","110,7","109,2","114,6","114,7","120,5","119,6","117,5","117,9","125,1","125,6","119,9","106,0","88,9","84,2","79,9","75,8","77,1","79,5","80,1","76,7","76,6","82,4","80,6","86,3","86,8","94,0","97,8","104,2","107,6","110,2","112,0","112,6","101,1","98,0","93,8","95,4","98,5","101,2","98,0","102,0","102,6","94,4","96,9"
Estonia,30-34,"75,1","73,4","72,6","71,0","70,0","67,1","69,3","68,1","71,5","74,0","73,1","71,9","70,0","65,6","62,6","59,7","60,2","60,5","56,5","55,2","53,9","56,8","56,6","63,6","60,0","58,0","61,9","63,6","65,3","60,6","55,3","44,6","43,6","35,8","35,9","36,5","38,5","39,7","41,7","44,1","52,7","51,9","56,7","57,9","64,5","69,8","74,1","81,2","86,8","85,2","92,1","91,3","85,8","82,4","84,7","89,1","95,4","95,2","103,5","101,3","98,8","102,6"
Estonia,35-39,"41,1","39,4","35,7","34,5","34,0","31,1","30,2","28,9","29,3","29,9","29,7","31,5","32,2","30,4","28,6","25,9","25,7","25,4","23,8","23,2","21,1","22,4","25,4","24,3","26,1","24,8","25,2","26,9","26,1","25,3","23,1","19,5","18,2","15,2","14,4","14,5","15,5","15,9","16,4","17,5","19,5","21,5","24,0","25,6","29,3","32,8","35,2","39,6","42,2","45,0","46,7","46,1","46,2","47,9","47,3","50,4","52,4","53,2","57,5","58,7","57,4","59,2"
Estonia,40-44,"13,1","11,6","12,0","11,2","10,2","9,6","9,3","8,1","7,7","7,7","7,2","7,0","6,5","6,8","6,5","6,1","6,1","5,7","5,7","5,3","5,3","4,5","5,0","5,0","4,2","4,4","5,2","5,3","6,3","4,9","4,8","4,0","4,1","3,2","2,9","3,0","3,4","4,0","3,4","3,9","4,8","4,2","4,8","4,5","5,1","5,8","6,6","7,8","8,7","9,6","10,7","10,2","11,3","9,9","11,3","12,9","13,9","14,7","15,9","15,7","15,5","17,0"
Estonia,45-49,"0,9","0,7","0,7","0,8","0,5","0,6","0,8","1,0","0,6","0,5","0,5","0,5","0,5","0,3","0,4","0,4","0,1","0,3","0,3","0,3","0,1","0,4","0,3","0,3","0,3","0,2","0,1","0,2","0,2","0,1","0,2","0,2","0,1","0,2","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,1","0,3","0,2","0,2","0,2","0,3","0,5","0,3","0,2","0,4","0,5","0,4","0,6","0,6","0,5","0,9","0,8","1,1","1,1","1,2"
Finland,15-19,"28,4","27,9","27,9","30,4","31,8","34,2","35,7","36,2","35,7","33,5","32,2","29,7","28,6","26,2","27,2","27,5","26,1","24,2","21,3","19,2","18,9","16,9","16,9","15,7","15,2","13,8","12,9","12,1","12,4","11,8","12,4","12,2","11,7","10,5","10,1","9,8","13,6","9,0","9,2","9,6","10,0","10,6","11,2","10,3","10,6","10,3","9,4","9,1","8,6","8,5","8,4","7,7","7,5","7,3","7,2","6,2","5,5","4,9","4,3","4,1","3,9","3,7"
Finland,20-24,"162,9","159,8","162,6","161,2","156,3","144,3","144,5","141,4","135,3","122,6","119,5","111,3","104,3","96,5","103,9","105,5","103,8","99,2","95,5","93,6","91,5","88,8","90,9","87,3","82,0","76,4","71,0","67,8","70,4","70,4","71,6","72,4","73,5","71,8","71,2","66,3","70,0","62,2","59,5","61,3","60,4","59,7","57,2","57,0","58,0","57,4","58,4","58,8","59,0","59,4","57,1","54,8","53,7","50,8","49,5","46,4","43,3","39,4","36,1","33,8","32,5","30,8"
Finland,25-29,"158,7","160,1","158,2","159,4","153,8","148,8","143,2","138,9","125,8","113,8","108,6","107,5","103,9","98,9","107,7","113,9","116,3","115,2","113,7","113,1","114,6","118,3","124,4","126,7","123,4","121,6","119,8","119,1","128,3","129,5","133,4","133,3","137,6","134,4","135,3","130,2","129,9","123,4","116,9","117,0","115,6","114,1","112,5","115,5","116,1","116,3","116,8","115,0","114,6","115,7","116,8","113,1","110,9","105,8","103,6","98,0","92,3","86,3","80,7","75,7","77,0","80,4"
Finland,30-34,"103,9","102,6","100,7","101,3","96,3","92,2","90,6","83,4","76,6","68,5","64,6","58,1","53,2","51,2","56,7","59,6","65,6","67,8","67,4","68,3","68,0","69,5","73,7","78,0","78,3","77,3","77,8","80,1","86,5","89,2","94,3","96,7","100,2","100,5","104,5","105,0","96,4","100,8","100,3","102,3","102,7","101,9","102,9","107,0","111,5","112,9","117,9","117,1","119,0","119,5","120,3","118,4","116,0","114,5","111,1","109,8","102,1","99,8","94,5","91,7","95,0","103,7"
Finland,35-39,"61,3","61,2","56,0","55,6","53,5","52,2","47,7","45,6","38,7","34,9","30,5","25,2","21,9","21,7","23,1","24,7","25,2","25,6","26,5","27,5","27,1","29,8","30,9","33,2","33,2","32,8","31,1","31,0","33,5","33,5","37,1","37,0","38,7","38,2","40,6","41,5","38,3","44,0","44,1","46,4","46,3","47,5","47,9","49,4","51,1","51,5","53,0","53,8","55,6","56,5","58,6","59,0","59,9","59,1","58,1","57,1","55,8","54,0","53,2","51,8","53,1","57,8"
Finland,40-44,"25,0","25,4","23,5","22,7","22,2","19,3","17,1","16,3","14,1","11,7","9,3","7,1","6,1","5,7","5,8","5,9","5,7","5,9","5,7","6,4","6,4","6,1","6,9","6,7","7,0","6,8","7,0","7,8","7,6","7,3","7,9","7,3","7,7","7,5","7,7","8,3","6,2","8,5","8,9","9,2","9,3","9,7","9,8","10,8","11,0","10,7","11,0","11,4","11,4","11,9","11,6","12,1","12,5","12,5","12,3","12,2","14,1","13,3","12,7","12,3","12,5","14,7"
Finland,45-49,"2,4","2,4","2,2","2,3","2,0","2,3","1,8","1,7","1,5","1,2","0,8","0,6","0,5","0,5","0,5","0,4","0,5","0,4","0,3","0,3","0,3","0,4","0,4","0,4","0,4","0,3","0,4","0,3","0,5","0,4","0,4","0,4","0,5","0,4","0,4","0,4","0,3","0,5","0,5","0,4","0,5","0,5","0,6","0,5","0,5","0,6","0,5","0,5","0,6","0,4","0,6","0,7","0,7","0,6","0,8","0,7","0,8","0,8","0,7","1,0","0,9","1,0"
Greece,15-19,"17,9","15,9","16,3","18,0","21,8","25,6","28,0","31,4","33,1","34,7","36,9","36,0","37,8","39,2","44,3","44,7","48,0","48,0","50,6","52,9","52,6","48,5","45,5","43,3","40,9","36,0","32,3","29,1","24,7","22,1","19,7","17,7","16,9","14,7","13,8","12,6","11,8","11,6","11,2","10,9","8,9","11,1","10,7","10,8","10,6","9,8","10,6","10,3","11,3","11,1","10,9","9,6","8,5","8,1","8,1","8,4","9,2","8,7","8,5","8,4","8,5","7,4"
Greece,20-24,"99,5","100,8","107,5","111,3","121,6","120,4","124,5","133,0","135,0","132,1","143,7","140,0","141,9","140,7","155,5","154,1","159,8","154,6","159,1","158,1","157,8","147,7","144,6","139,8","131,6","116,8","108,5","101,8","99,9","88,5","84,5","79,1","76,2","68,1","65,8","60,5","56,7","54,1","50,6","48,3","43,4","45,0","44,4","43,6","41,3","40,9","43,4","43,1","44,9","44,0","42,7","37,6","33,0","28,8","27,6","26,5","28,1","27,5","27,2","26,0","27,0","24,0"
Greece,25-29,"159,3","142,9","145,0","141,6","147,4","147,9","153,0","163,2","160,0","152,6","152,7","146,1","146,5","140,7","142,8","139,0","141,0","137,3","136,1","137,6","134,3","124,8","121,4","116,6","108,9","103,2","101,3","94,0","97,8","94,1","95,6","95,9","96,4","94,2","95,2","92,2","89,3","88,4","85,5","83,4","81,2","83,1","84,9","84,0","84,0","82,7","83,5","82,2","84,8","84,1","82,4","78,5","77,2","72,2","70,1","68,7","68,8","65,7","64,4","61,9","64,6","64,1"
Greece,30-34,"109,0","103,2","105,0","100,9","102,4","99,4","101,1","102,0","98,4","95,1","93,4","89,9","87,2","82,1","83,1","80,6","77,7","73,3","71,6","68,1","66,1","64,4","62,1","59,4","56,7","54,1","54,1","51,4","54,2","52,5","54,0","56,6","57,5","59,5","62,4","63,1","65,8","69,0","70,1","70,8","76,9","74,0","76,9","78,6","81,7","86,9","92,6","92,8","100,4","99,6","97,6","93,7","91,4","89,6","91,4","94,7","98,8","96,1","95,8","94,6","96,4","101,5"
Greece,35-39,"46,7","48,8","47,3","45,0","44,6","44,3","43,4","45,3","43,8","44,7","42,4","41,6","38,9","37,8","37,3","35,5","33,4","31,4","29,1","27,5","26,5","25,5","24,7","23,0","21,3","19,4","19,7","18,9","19,6","19,4","20,1","20,3","22,0","22,7","23,4","23,7","24,6","25,8","26,3","27,7","33,6","31,2","33,1","35,5","37,7","40,0","41,7","43,8","47,8","50,7","51,1","48,8","47,6","47,9","50,3","53,6","56,1","56,0","57,1","58,3","61,6","66,7"
Greece,40-44,"12,1","13,7","12,7","11,9","11,5","10,8","10,4","10,3","9,8","9,9","9,3","9,6","9,2","9,0","9,1","8,7","8,2","7,6","7,2","7,0","6,7","6,1","5,4","5,0","4,6","4,4","4,4","4,3","4,2","3,8","3,7","4,0","4,1","4,4","4,6","4,4","4,3","4,8","4,9","4,8","6,7","5,7","6,2","6,5","7,1","7,3","8,2","8,8","9,6","10,6","10,8","10,0","10,2","10,2","10,4","11,5","12,8","13,2","13,9","14,7","15,3","17,6"
Greece,45-49,"1,8","1,5","1,3","1,4","1,2","1,4","1,1","1,3","1,1","1,1","1,1","1,0","0,9","0,9","0,8","0,8","0,8","0,8","0,7","0,8","0,8","0,7","0,6","0,5","0,5","0,4","0,3","0,4","0,4","0,3","0,3","0,3","0,4","0,3","0,4","0,4","0,5","0,5","0,4","0,6","0,7","0,5","0,6","0,7","0,6","0,7","0,9","0,9","1,2","1,3","1,5","1,5","1,5","1,6","1,3","1,6","1,8","1,9","2,2","2,3","2,1","2,8"
Hungary,15-19,"52,5","52,0","46,4","43,3","41,8","41,9","45,8","50,4","52,2","52,7","50,0","50,3","53,5","57,5","67,1","72,1","74,6","73,8","73,5","72,8","68,0","62,4","58,4","53,3","52,1","51,6","48,8","47,1","44,1","40,8","39,5","38,2","35,8","34,3","33,8","31,4","29,3","27,3","25,6","23,2","23,3","21,8","21,4","20,6","20,7","20,0","19,7","19,4","20,1","19,5","17,9","18,0","19,2","21,1","23,1","22,8","24,9","23,0","22,0","21,1","21,4","18,9"
Hungary,20-24,"159,3","153,9","143,1","143,9","145,1","147,9","152,7","160,9","164,5","162,0","159,3","157,7","157,5","157,0","180,5","183,5","178,1","172,7","169,4","166,1","158,6","155,9","149,5","145,5","146,1","152,5","148,3","145,4","143,5","143,4","147,0","145,7","135,9","122,9","114,1","104,7","93,9","85,2","78,5","73,5","70,2","65,0","60,7","56,4","51,8","50,0","48,3","45,3","46,1","44,4","40,1","39,0","41,9","41,7","43,7","44,3","46,8","47,0","47,3","48,4","49,6","49,3"
Hungary,25-29,"105,7","100,7","94,8","100,7","101,3","100,6","104,8","112,5","116,3","113,3","110,3","103,8","105,2","105,1","128,6","133,8","121,9","114,6","106,3","104,9","100,0","100,6","95,6","94,2","94,6","102,9","107,2","107,1","109,5","112,0","115,2","117,0","112,8","111,5","109,4","107,6","99,0","94,7","92,9","90,7","94,6","92,7","92,5","88,8","88,5","89,2","89,5","85,5","85,3","81,3","73,9","69,9","77,9","76,4","78,9","77,5","80,6","80,8","80,1","82,8","84,3","87,3"
Hungary,30-34,"52,9","50,3","47,0","48,4","48,0","47,8","48,5","53,0","54,4","53,8","51,4","49,8","47,8","48,2","59,9","62,1","54,3","51,1","47,3","42,9","40,9","40,6","38,5","37,7","39,1","43,0","43,9","44,3","43,5","44,4","46,9","49,6","47,7","47,7","49,6","49,1","48,2","47,5","49,0","50,3","54,4","58,1","60,1","62,0","66,2","72,1","78,3","78,8","80,6","79,8","77,0","76,4","81,5","81,4","88,5","88,7","94,1","95,3","96,3","94,0","96,5","98,0"
Hungary,35-39,"25,0","23,0","20,3","21,1","19,1","18,2","18,8","19,7","19,7","19,6","18,4","17,9","17,4","17,9","20,0","20,2","18,3","17,4","15,6","14,9","13,7","12,8","12,3","12,0","12,1","13,6","14,5","14,7","14,7","15,4","16,4","16,8","16,4","16,0","17,1","16,7","16,6","16,8","16,6","17,1","19,2","21,1","22,2","23,3","25,2","27,3","29,1","29,7","32,1","33,8","35,4","37,1","39,3","40,7","43,6","45,0","47,9","49,9","50,0","51,5","52,6","54,8"
Hungary,40-44,"8,0","7,6","6,9","6,0","5,3","4,7","4,7","4,6","4,5","4,5","4,3","4,1","4,1","3,9","4,4","4,2","3,8","3,9","3,3","3,2","2,9","2,9","2,6","2,5","2,4","2,6","2,6","2,8","2,8","3,0","3,0","3,2","3,1","3,3","3,5","3,5","3,3","3,2","3,0","3,0","3,4","3,7","4,1","4,0","4,4","4,8","4,9","5,7","6,1","6,4","6,7","7,2","7,5","8,2","9,0","10,2","10,7","11,2","11,5","11,4","11,4","11,6"
Hungary,45-49,"0,5","0,4","0,3","0,2","0,3","0,4","0,4","0,4","0,3","0,3","0,3","0,2","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,1","0,2","0,1","0,2","0,1","0,1","0,2","0,2","0,2","0,1","0,1","0,1","0,1","0,2","0,2","0,2","0,2","0,3","0,3","0,2","0,3","0,3","0,3","0,4","0,4","0,5","0,5","0,6","0,7","0,8"
Ireland,15-19,"8,8","9,4","11,2","12,2","13,0","13,9","13,5","14,5","14,1","15,4","16,3","18,9","21,2","22,2","22,5","22,7","21,8","21,1","21,6","22,6","22,8","22,1","20,8","18,9","18,1","16,5","16,4","16,0","15,3","14,8","16,5","17,2","16,9","16,2","14,9","15,0","16,6","17,4","19,3","20,3","19,6","19,9","19,5","19,1","17,3","16,8","16,2","17,3","16,5","15,7","14,6","12,3","11,7","9,8","8,6","8,3","7,4","6,8","6,2","5,4","4,9","4,4"
Ireland,20-24,"104,5","106,6","113,2","119,2","122,3","124,3","127,0","128,8","133,8","138,6","144,3","149,3","151,0","148,9","144,3","137,6","132,9","129,5","125,4","125,4","124,6","117,1","109,9","102,0","95,1","87,2","83,4","76,2","70,3","64,2","63,1","63,2","58,5","53,6","50,7","50,2","52,0","50,9","52,0","50,7","51,5","52,6","52,6","50,5","49,1","45,7","47,8","48,6","50,4","50,0","49,6","48,8","48,3","46,0","43,5","42,1","38,5","37,1","35,6","31,7","27,5","27,8"
Ireland,25-29,"211,2","215,8","223,8","229,0","237,8","236,1","230,1","219,0","221,1","226,9","226,9","240,6","238,8","232,3","227,1","213,9","209,7","203,6","199,8","202,3","201,5","189,3","183,8","170,5","162,2","158,3","154,7","148,5","141,2","134,4","137,6","131,7","124,2","116,6","111,6","105,9","104,8","105,8","102,4","98,6","93,8","94,0","93,7","92,1","87,9","78,3","80,5","83,8","88,5","90,8","90,5","89,0","87,4","84,1","82,8","79,9","75,3","73,1","72,2","69,4","64,2","67,5"
Ireland,30-34,"214,6","209,9","215,1","223,9","222,4","219,8","212,5","208,3","197,6","199,3","201,5","197,1","185,3","179,0","169,8","160,5","160,5","164,9","165,8","167,6","164,4","161,1","156,3","145,9","137,8","137,4","137,4","132,6","125,3","121,8","125,4","123,9","121,8","120,8","119,8","123,4","126,5","131,5","131,0","129,0","128,0","131,9","133,6","132,4","131,4","128,4","129,5","137,0","138,8","135,9","136,2","135,7","129,9","127,2","125,9","123,9","123,6","120,5","119,9","119,3","115,4","130,1"
Ireland,35-39,"157,0","152,9","156,4","154,6","153,2","151,1","144,7","139,1","134,3","133,3","132,3","130,6","125,0","114,9","110,6","99,6","94,5","93,5","96,0","92,9","96,3","92,6","90,8","83,9","78,3","74,3","72,9","68,2","63,2","62,2","62,9","63,0","61,2","58,3","58,4","59,9","63,7","66,1","68,9","68,0","71,2","74,9","79,7","81,5","83,8","85,8","89,9","95,6","98,4","98,5","97,9","97,9","97,3","96,5","96,1","95,1","94,4","93,6","93,0","92,3","88,9","100,6"
Ireland,40-44,"56,2","57,8","59,6","60,3","61,4","57,8","55,2","53,2","48,7","48,2","45,4","46,6","43,4","41,3","39,9","36,8","34,9","33,2","31,1","29,7","29,5","26,2","24,8","24,8","21,6","21,1","20,4","19,7","17,6","16,9","15,4","15,2","14,3","14,1","12,8","13,1","11,7","13,4","13,4","12,8","13,4","13,9","14,4","15,6","16,0","16,8","18,1","19,4","19,7","20,9","21,6","22,3","22,6","22,1","22,2","22,2","22,6","21,6","22,8","22,1","22,7","23,2"
Ireland,45-49,"4,2","4,2","4,5","3,5","3,7","4,2","4,3","4,4","4,1","4,4","3,7","3,3","3,4","2,7","2,8","2,6","3,1","3,0","2,8","2,3","2,3","2,4","2,2","1,6","1,8","1,5","1,5","1,3","1,1","1,1","1,1","0,9","0,8","0,8","0,7","0,8","0,6","0,8","0,6","0,6","0,5","0,6","0,6","0,5","0,5","0,6","0,7","0,8","1,1","1,1","1,1","1,1","1,4","1,4","1,5","1,3","1,8","1,8","1,7","1,9","2,0","1,5"
Israel,15-19,"55,2","47,9","46,3","45,4","46,2","43,4","42,5","35,0","30,6","37,2","49,2","40,3","40,8","40,6","42,2","44,6","43,6","42,3","38,5","37,8","36,3","33,0","32,1","30,5","29,3","26,6","22,7","22,1","21,8","20,8","20,1","21,1","20,7","19,8","19,1","18,5","18,4","16,8","18,1","17,9","17,8","17,3","16,8","16,5","16,3","15,6","15,0","14,7","14,6","14,3","13,8","13,1","12,1","10,4","10,7","10,2","9,1","9,2","8,201833627","7,562303065","7,0","6,6"
Israel,20-24,"234,2","221,9","219,7","225,1","232,9","234,1","231,5","220,0","217,7","216,8","226,4","225,1","213,0","209,8","210,2","209,0","209,9","197,9","190,7","192,5","190,7","184,6","186,2","182,3","177,0","170,0","164,3","160,2","159,9","154,8","150,1","146,3","141,0","136,4","132,0","129,0","127,0","124,1","127,9","125,8","124,4","120,3","116,7","117,6","116,7","110,6","110,6","108,6","110,8","112,0","113,5","112,6","114,5","106,4","114,6","113,7","106,1",105,"102,1477666","98,44514107","93,8","91,5"
Israel,25-29,"240,2","230,5","233,2","233,9","243,3","246,3","239,6","222,2","237,5","241,1","243,5","259,5","247,1","243,1","241,8","232,2","229,2","211,0","200,4","199,1","200,7","192,8","200,5","205,7","206,2","212,4","213,2","211,6","211,8","208,2","208,5","205,5","205,6","203,2","199,1","198,5","199,2","199,7","201,3","198,5","201,1","194,2","193,9","197,1","188,3","180,7","176,9","174,2","174,8","174,1","178,2","177,3","181,0","174,6","184,9","187,0","179,4","178,1","176,8275103","171,9028871","166,4","170,3"
Israel,30-34,"153,0","147,5","151,7","157,5","164,8","169,6","168,1","159,3","175,1","172,7","180,2","179,2","164,8","162,4","167,0","166,7","169,1","158,8","148,5","142,3","138,5","139,7","142,0","145,7","144,7","146,5","147,1","145,8","149,1","149,7","156,2","155,0","160,6","156,4","156,5","153,8","157,5","160,2","163,0","163,2","169,2","169,2","172,8","177,0","175,3","172,5","175,2","177,1","177,9","177,7","177,3","173,4","178,5","177,2","186,1","189,0","183,4","185,5","184,1724825","178,2262383","174,0","184,4"
Israel,35-39,"85,0","79,9","77,6","76,3","78,0","79,2","79,0","79,2","87,7","89,0","92,1","101,6","93,4","91,7","89,1","85,5","84,8","78,8","73,8","74,2","72,3","72,2","75,7","77,0","74,8","75,9","76,9","76,0","75,4","76,1","76,6","75,7","78,9","80,6","81,0","81,4","83,5","84,3","86,0","86,6","87,2","88,0","91,1","93,5","94,4","95,0","98,9","100,5","102,4","104,3","107,6","106,4","107,9","105,2","110,6","110,6","108,6","109,7","110,2587386","110,0308219","105,9","112,8"
Israel,40-44,"27,0","27,2","25,9","25,8","26,4","26,6","24,4","22,1","23,6","22,0","21,3","25,2","25,4","23,5","23,5","21,3","21,7","21,8","18,5","17,1","16,3","15,2","14,4","16,0","16,4","16,8","17,6","18,5","17,7","17,8","17,2","19,3","19,2","18,7","18,1","17,9","18,7","19,7","20,4","20,6","21,5","22,2","22,2","23,5","23,8","23,6","24,1","24,5","24,8","26,3","27,7","28,4","29,5","29,1","29,9","31,5","31,5","31,2","31,43860203","31,37088204","29,7","30,9"
Israel,45-49,"5,0","4,1","5,2","4,5","5,2","5,7","5,7","4,1","4,5","3,9","2,6","3,8","2,9","3,0","2,5","2,4","2,5","2,0","1,8","1,6","1,2","1,2","1,2","1,1","1,1","1,2","1,3","1,1","1,2","1,1","1,3","1,7","1,7","1,9","1,3","1,3","1,4","1,3","1,4","1,4","1,6","1,4","1,5","1,7","1,8","2,0","2,2","2,3","2,4","2,3","2,5","2,7","2,7","3,1","3,1","3,0","3,6","3,6","3,253325622","3,312621359","3,4","3,1"
Italy,15-19,"18,9","18,9","18,9","20,4","23,3","24,6","25,2","24,8","25,8","25,4","26,5","27,6","29,6","30,3","32,5","31,8","30,2","26,7","24,8","22,6","19,9","17,9","16,8","15,3","14,0","12,2","10,6","9,8","9,8","9,2","8,7","8,2","7,6","7,8","7,3","7,0","6,7","5,5","6,0","6,9","7,2","6,9","7,0","6,9","7,2","7,0","6,8","6,8","7,2","6,9","6,7","6,5","6,4","5,9","5,6","5,1","4,8","4,3","4,1","3,7","3,3","2,9"
Italy,20-24,"107,9","111,7","114,5","120,3","130,6","131,5","130,1","128,8","130,0","128,4","128,6","131,1","131,0","131,4","131,1","127,6","121,6","116,6","110,8","104,0","98,0","92,7","90,2","84,9","79,1","73,5","67,4","63,4","60,9","56,7","54,4","51,3","48,3","44,6","40,6","36,8","35,3","33,1","32,9","33,8","34,2","33,7","33,1","32,3","34,4","34,1","34,6","35,3","36,6","36,2","35,1","34,0","33,4","31,5","30,5","28,8","27,8","26,5","25,0","23,6","22,4","20,9"
Italy,25-29,"152,7","156,3","157,1","162,5","169,5","164,4","162,3","157,4","156,9","155,7","151,7","154,3","152,3","148,7","146,6","137,9","129,3","123,9","119,8","115,2","111,3","109,1","108,3","105,4","103,2","102,3","98,4","97,0","99,6","97,3","97,0","93,5","93,0","88,8","84,6","81,3","80,5","79,1","78,4","76,9","76,6","74,4","74,0","73,1","75,2","74,1","74,9","75,2","76,7","76,2","75,9","73,8","73,2","70,7","69,2","67,3","66,2","64,8","62,0","60,5","58,8","57,2"
Italy,30-34,"109,5","112,6","113,8","114,5","120,9","116,3","115,4","109,5","107,7","105,7","99,2","98,5","93,6","90,7","88,5","82,7","78,5","75,3","72,3","68,0","65,0","63,9","64,4","64,2","64,4","65,2","64,6","65,3","69,6","69,6","72,9","73,3","75,2","74,1","74,2","76,0","78,0","80,8","81,2","83,0","85,5","84,9","87,2","89,3","92,0","90,9","93,2","94,6","96,6","96,3","97,1","96,0","95,3","92,8","92,4","91,7","91,9","90,3","89,2","87,8","87,3","88,7"
Italy,35-39,"61,1","61,3","61,4","61,2","64,0","61,6","61,9","58,4","57,1","56,8","52,7","51,6","47,8","45,3","43,5","40,0","36,2","32,7","30,3","27,9","26,1","25,8","25,9","25,7","25,4","24,9","24,0","25,0","27,1","27,6","29,0","29,5","30,9","30,6","30,9","32,3","33,9","37,4","38,0","39,4","41,4","43,4","45,2","47,8","50,6","51,5","54,2","56,4","59,6","60,3","61,7","61,7","61,1","59,6","59,2","59,4","59,9","60,5","59,7","60,1","59,5","62,8"
