entity,code,year,crude_marriage_rate,crude_marriage_rate_people1,year_1
Australia,AUS,1970,9.3,6.9,19900
Australia,AUS,1980,7.4,6.9,19900
Australia,AUS,1981,7.6,6.9,19900
Australia,AUS,1982,7.7,6.9,19900
Australia,AUS,1983,7.5,6.9,19900
Australia,AUS,1984,7.0,6.9,19900
Australia,AUS,1985,7.3,6.9,19900
Australia,AUS,1986,7.2,6.9,19900
Australia,AUS,1987,7.0,6.9,19900
Australia,AUS,1988,7.1,6.9,19900
Australia,AUS,1989,7.0,6.9,19900
Australia,AUS,1990,6.9,6.9,19900
Australia,AUS,1991,6.6,6.9,19900
Australia,AUS,1992,6.6,6.9,19900
Australia,AUS,1993,6.4,6.9,19900
Australia,AUS,1994,6.2,6.9,19900
Australia,AUS,1995,6.1,6.9,19900
Australia,AUS,1996,5.8,6.9,19900
Australia,AUS,1997,5.8,6.9,19900
Australia,AUS,1998,5.9,6.9,19900
Australia,AUS,1999,6.0,6.9,19900
Australia,AUS,2000,5.9,6.9,19900
Australia,AUS,2001,5.3,6.9,19900
Australia,AUS,2002,5.4,6.9,19900
Australia,AUS,2003,5.3,6.9,19900
Australia,AUS,2004,5.5,6.9,19900
Australia,AUS,2005,5.4,6.9,19900
Australia,AUS,2006,5.5,6.9,19900
Australia,AUS,2007,5.5,6.9,19900
Australia,AUS,2008,5.5,6.9,19900
Australia,AUS,2009,5.5,6.9,19900
Australia,AUS,2010,5.4,6.9,19900
Australia,AUS,2011,5.4,6.9,19900
Australia,AUS,2012,5.4,6.9,19900
Australia,AUS,2013,5.1,6.9,19900
Australia,AUS,2014,5.2,6.9,19900
Australia,AUS,2015,4.8,6.9,19900
Australia,AUS,2016,4.9,6.9,19900
Australia,AUS,2017,4.6,6.9,19900
Australia,AUS,2018,4.8,6.9,19900
Australia,AUS,2019,4.5,6.9,19900
Australia,AUS,2020,3.1,6.9,19900
Austria,AUT,1960,8.3,5.9,19900
Austria,AUT,1961,8.5,5.9,19900
Austria,AUT,1962,8.4,5.9,19900
Austria,AUT,1963,8.1,5.9,19900
Austria,AUT,1964,8.0,5.9,19900
Austria,AUT,1965,7.8,5.9,19900
Austria,AUT,1966,7.6,5.9,19900
Austria,AUT,1967,7.6,5.9,19900
Austria,AUT,1968,7.6,5.9,19900
Austria,AUT,1969,7.3,5.9,19900
Austria,AUT,1970,7.1,5.9,19900
Austria,AUT,1971,6.4,5.9,19900
Austria,AUT,1972,7.6,5.9,19900
Austria,AUT,1973,6.5,5.9,19900
Austria,AUT,1974,6.5,5.9,19900
Austria,AUT,1975,6.1,5.9,19900
Austria,AUT,1976,6.0,5.9,19900
Austria,AUT,1977,6.0,5.9,19900
Austria,AUT,1978,5.9,5.9,19900
Austria,AUT,1979,6.0,5.9,19900
Austria,AUT,1980,6.2,5.9,19900
Austria,AUT,1981,6.3,5.9,19900
Austria,AUT,1982,6.3,5.9,19900
Austria,AUT,1983,7.4,5.9,19900
Austria,AUT,1984,6.1,5.9,19900
Austria,AUT,1985,5.9,5.9,19900
Austria,AUT,1986,6.1,5.9,19900
Austria,AUT,1987,10.1,5.9,19900
Austria,AUT,1988,4.7,5.9,19900
Austria,AUT,1989,5.6,5.9,19900
Austria,AUT,1990,5.9,5.9,19900
Austria,AUT,1991,5.7,5.9,19900
Austria,AUT,1992,5.8,5.9,19900
Austria,AUT,1993,5.7,5.9,19900
Austria,AUT,1994,5.5,5.9,19900
Austria,AUT,1995,5.4,5.9,19900
Austria,AUT,1996,5.3,5.9,19900
Austria,AUT,1997,5.2,5.9,19900
Austria,AUT,1998,4.9,5.9,19900
Austria,AUT,1999,4.9,5.9,19900
Austria,AUT,2000,4.9,5.9,19900
Austria,AUT,2001,4.3,5.9,19900
Austria,AUT,2002,4.5,5.9,19900
Austria,AUT,2003,4.6,5.9,19900
Austria,AUT,2004,4.7,5.9,19900
Austria,AUT,2005,4.8,5.9,19900
Austria,AUT,2006,4.5,5.9,19900
Austria,AUT,2007,4.3,5.9,19900
Austria,AUT,2008,4.2,5.9,19900
Austria,AUT,2009,4.3,5.9,19900
Austria,AUT,2010,4.5,5.9,19900
Austria,AUT,2011,4.3,5.9,19900
Austria,AUT,2012,4.6,5.9,19900
Austria,AUT,2013,4.3,5.9,19900
Austria,AUT,2014,4.4,5.9,19900
Austria,AUT,2015,5.1,5.9,19900
Austria,AUT,2016,5.1,5.9,19900
Austria,AUT,2017,5.1,5.9,19900
Austria,AUT,2018,5.3,5.9,19900
Austria,AUT,2019,5.2,5.9,19900
Austria,AUT,2020,4.4,5.9,19900
Belgium,BEL,1960,7.1,6.5,19900
Belgium,BEL,1961,6.8,6.5,19900
Belgium,BEL,1962,6.7,6.5,19900
Belgium,BEL,1963,6.7,6.5,19900
Belgium,BEL,1964,6.9,6.5,19900
Belgium,BEL,1965,7.0,6.5,19900
Belgium,BEL,1966,7.2,6.5,19900
Belgium,BEL,1967,7.1,6.5,19900
Belgium,BEL,1968,7.2,6.5,19900
Belgium,BEL,1969,7.5,6.5,19900
Belgium,BEL,1970,7.6,6.5,19900
Belgium,BEL,1971,7.6,6.5,19900
Belgium,BEL,1972,7.7,6.5,19900
Belgium,BEL,1973,7.6,6.5,19900
Belgium,BEL,1974,7.5,6.5,19900
Belgium,BEL,1975,7.3,6.5,19900
Belgium,BEL,1976,7.2,6.5,19900
Belgium,BEL,1977,7.0,6.5,19900
Belgium,BEL,1978,6.8,6.5,19900
Belgium,BEL,1979,6.6,6.5,19900
Belgium,BEL,1980,6.7,6.5,19900
Belgium,BEL,1981,6.5,6.5,19900
Belgium,BEL,1982,6.3,6.5,19900
Belgium,BEL,1983,6.1,6.5,19900
Belgium,BEL,1984,6.0,6.5,19900
Belgium,BEL,1985,5.8,6.5,19900
Belgium,BEL,1986,5.8,6.5,19900
Belgium,BEL,1987,5.7,6.5,19900
Belgium,BEL,1988,6.0,6.5,19900
Belgium,BEL,1989,6.4,6.5,19900
Belgium,BEL,1990,6.5,6.5,19900
Belgium,BEL,1991,6.1,6.5,19900
Belgium,BEL,1992,5.8,6.5,19900
Belgium,BEL,1993,5.4,6.5,19900
Belgium,BEL,1994,5.1,6.5,19900
Belgium,BEL,1995,5.1,6.5,19900
Belgium,BEL,1996,5.0,6.5,19900
Belgium,BEL,1997,4.7,6.5,19900
Belgium,BEL,1998,4.4,6.5,19900
Belgium,BEL,1999,4.3,6.5,19900
Belgium,BEL,2000,4.4,6.5,19900
Belgium,BEL,2001,4.1,6.5,19900
Belgium,BEL,2002,3.9,6.5,19900
Belgium,BEL,2003,4.0,6.5,19900
Belgium,BEL,2004,4.2,6.5,19900
Belgium,BEL,2005,4.1,6.5,19900
Belgium,BEL,2006,4.2,6.5,19900
Belgium,BEL,2007,4.3,6.5,19900
Belgium,BEL,2008,4.3,6.5,19900
Belgium,BEL,2009,4.0,6.5,19900
Belgium,BEL,2010,3.9,6.5,19900
Belgium,BEL,2011,3.7,6.5,19900
Belgium,BEL,2012,3.8,6.5,19900
Belgium,BEL,2013,3.4,6.5,19900
Belgium,BEL,2014,3.6,6.5,19900
Belgium,BEL,2015,4.0,6.5,19900
Belgium,BEL,2016,3.9,6.5,19900
Belgium,BEL,2017,3.9,6.5,19900
Belgium,BEL,2018,3.9,6.5,19900
Belgium,BEL,2019,3.9,6.5,19900
Belgium,BEL,2020,2.8,6.5,19900
Bulgaria,BGR,1960,8.8,6.9,19900
Bulgaria,BGR,1961,8.4,6.9,19900
Bulgaria,BGR,1962,8.1,6.9,19900
Bulgaria,BGR,1963,8.2,6.9,19900
Bulgaria,BGR,1964,8.1,6.9,19900
Bulgaria,BGR,1965,8.0,6.9,19900
Bulgaria,BGR,1966,8.2,6.9,19900
Bulgaria,BGR,1967,8.7,6.9,19900
Bulgaria,BGR,1968,8.9,6.9,19900
Bulgaria,BGR,1969,8.7,6.9,19900
Bulgaria,BGR,1970,8.6,6.9,19900
Bulgaria,BGR,1971,8.2,6.9,19900
Bulgaria,BGR,1972,8.2,6.9,19900
Bulgaria,BGR,1973,8.6,6.9,19900
Bulgaria,BGR,1974,8.5,6.9,19900
Bulgaria,BGR,1975,8.6,6.9,19900
Bulgaria,BGR,1976,8.4,6.9,19900
Bulgaria,BGR,1977,8.5,6.9,19900
Bulgaria,BGR,1978,8.1,6.9,19900
Bulgaria,BGR,1979,7.9,6.9,19900
Bulgaria,BGR,1980,7.9,6.9,19900
Bulgaria,BGR,1981,7.5,6.9,19900
Bulgaria,BGR,1982,7.5,6.9,19900
Bulgaria,BGR,1983,7.5,6.9,19900
Bulgaria,BGR,1984,7.3,6.9,19900
Bulgaria,BGR,1985,7.4,6.9,19900
Bulgaria,BGR,1986,7.3,6.9,19900
Bulgaria,BGR,1987,7.2,6.9,19900
Bulgaria,BGR,1988,7.0,6.9,19900
Bulgaria,BGR,1989,7.1,6.9,19900
Bulgaria,BGR,1990,6.9,6.9,19900
Bulgaria,BGR,1991,5.7,6.9,19900
Bulgaria,BGR,1992,5.2,6.9,19900
Bulgaria,BGR,1993,4.7,6.9,19900
Bulgaria,BGR,1994,4.5,6.9,19900
Bulgaria,BGR,1995,4.4,6.9,19900
Bulgaria,BGR,1996,4.3,6.9,19900
Bulgaria,BGR,1997,4.2,6.9,19900
Bulgaria,BGR,1998,4.3,6.9,19900
Bulgaria,BGR,1999,4.1,6.9,19900
Bulgaria,BGR,2000,4.3,6.9,19900
Bulgaria,BGR,2001,4.0,6.9,19900
Bulgaria,BGR,2002,3.7,6.9,19900
Bulgaria,BGR,2003,3.9,6.9,19900
Bulgaria,BGR,2004,4.0,6.9,19900
Bulgaria,BGR,2005,4.4,6.9,19900
Bulgaria,BGR,2006,4.3,6.9,19900
Bulgaria,BGR,2007,3.9,6.9,19900
Bulgaria,BGR,2008,3.7,6.9,19900
Bulgaria,BGR,2009,3.5,6.9,19900
Bulgaria,BGR,2010,3.3,6.9,19900
Bulgaria,BGR,2011,2.9,6.9,19900
Bulgaria,BGR,2012,2.9,6.9,19900
Bulgaria,BGR,2013,3.0,6.9,19900
Bulgaria,BGR,2014,3.4,6.9,19900
Bulgaria,BGR,2015,3.9,6.9,19900
Bulgaria,BGR,2016,3.8,6.9,19900
Bulgaria,BGR,2017,4.0,6.9,19900
Bulgaria,BGR,2018,4.1,6.9,19900
Bulgaria,BGR,2019,4.2,6.9,19900
Bulgaria,BGR,2020,3.2,6.9,19900
Canada,CAN,1960,7.3,6.8,19900
Canada,CAN,1961,7.0,6.8,19900
Canada,CAN,1962,7.0,6.8,19900
Canada,CAN,1963,6.9,6.8,19900
Canada,CAN,1964,7.2,6.8,19900
Canada,CAN,1965,7.4,6.8,19900
Canada,CAN,1966,7.8,6.8,19900
Canada,CAN,1967,8.1,6.8,19900
Canada,CAN,1968,8.3,6.8,19900
Canada,CAN,1969,8.7,6.8,19900
Canada,CAN,1970,8.8,6.8,19900
Canada,CAN,1971,8.9,6.8,19900
Canada,CAN,1972,9.2,6.8,19900
Canada,CAN,1973,9.0,6.8,19900
Canada,CAN,1974,8.9,6.8,19900
Canada,CAN,1975,8.7,6.8,19900
Canada,CAN,1976,8.4,6.8,19900
Canada,CAN,1977,8.0,6.8,19900
Canada,CAN,1978,7.9,6.8,19900
Canada,CAN,1979,7.8,6.8,19900
Canada,CAN,1980,7.8,6.8,19900
Canada,CAN,1981,7.7,6.8,19900
Canada,CAN,1982,7.5,6.8,19900
Canada,CAN,1983,7.3,6.8,19900
Canada,CAN,1984,7.2,6.8,19900
Canada,CAN,1985,7.1,6.8,19900
Canada,CAN,1986,6.7,6.8,19900
Canada,CAN,1987,6.9,6.8,19900
Canada,CAN,1988,7.0,6.8,19900
Canada,CAN,1989,7.0,6.8,19900
Canada,CAN,1990,6.8,6.8,19900
Canada,CAN,1991,6.1,6.8,19900
Canada,CAN,1992,5.8,6.8,19900
Canada,CAN,1993,5.6,6.8,19900
Canada,CAN,1994,5.5,6.8,19900
Canada,CAN,1995,5.5,6.8,19900
Canada,CAN,1996,5.3,6.8,19900
Canada,CAN,1997,5.1,6.8,19900
Canada,CAN,1998,5.1,6.8,19900
Canada,CAN,1999,5.1,6.8,19900
Canada,CAN,2000,5.1,6.8,19900
Canada,CAN,2001,4.7,6.8,19900
Canada,CAN,2002,4.7,6.8,19900
Canada,CAN,2003,4.7,6.8,19900
Canada,CAN,2004,4.6,6.8,19900
Canada,CAN,2005,4.6,6.8,19900
Canada,CAN,2006,4.6,6.8,19900
Canada,CAN,2007,4.5,6.8,19900
Canada,CAN,2008,4.4,6.8,19900
Costa Rica,CRI,1960,7.2,7.5,19900
Costa Rica,CRI,1961,6.7,7.5,19900
Costa Rica,CRI,1962,5.8,7.5,19900
Costa Rica,CRI,1963,5.8,7.5,19900
Costa Rica,CRI,1964,5.5,7.5,19900
Costa Rica,CRI,1965,5.7,7.5,19900
Costa Rica,CRI,1966,5.6,7.5,19900
Costa Rica,CRI,1967,5.5,7.5,19900
Costa Rica,CRI,1968,5.8,7.5,19900
Costa Rica,CRI,1969,5.8,7.5,19900
Costa Rica,CRI,1970,6.3,7.5,19900
Costa Rica,CRI,1971,6.3,7.5,19900
Costa Rica,CRI,1972,7.0,7.5,19900
Costa Rica,CRI,1973,6.8,7.5,19900
Costa Rica,CRI,1974,7.3,7.5,19900
Costa Rica,CRI,1975,7.3,7.5,19900
Costa Rica,CRI,1976,7.2,7.5,19900
Costa Rica,CRI,1977,7.3,7.5,19900
Costa Rica,CRI,1978,7.6,7.5,19900
Costa Rica,CRI,1979,7.6,7.5,19900
Costa Rica,CRI,1980,7.6,7.5,19900
Costa Rica,CRI,1981,7.0,7.5,19900
Costa Rica,CRI,1982,7.6,7.5,19900
Costa Rica,CRI,1983,7.7,7.5,19900
Costa Rica,CRI,1984,7.9,7.5,19900
Costa Rica,CRI,1985,8.0,7.5,19900
Costa Rica,CRI,1986,7.7,7.5,19900
Costa Rica,CRI,1987,7.8,7.5,19900
Costa Rica,CRI,1988,8.0,7.5,19900
Costa Rica,CRI,1989,7.8,7.5,19900
Costa Rica,CRI,1990,7.5,7.5,19900
Costa Rica,CRI,1991,7.2,7.5,19900
Costa Rica,CRI,1992,6.6,7.5,19900
Costa Rica,CRI,1993,6.3,7.5,19900
Costa Rica,CRI,1994,6.5,7.5,19900
Costa Rica,CRI,1995,7.1,7.5,19900
Costa Rica,CRI,1996,6.7,7.5,19900
Costa Rica,CRI,1997,6.7,7.5,19900
Costa Rica,CRI,1998,6.7,7.5,19900
Costa Rica,CRI,1999,6.8,7.5,19900
Costa Rica,CRI,2000,6.3,7.5,19900
Costa Rica,CRI,2001,6.0,7.5,19900
Costa Rica,CRI,2002,5.9,7.5,19900
Costa Rica,CRI,2003,6.0,7.5,19900
Costa Rica,CRI,2004,6.1,7.5,19900
Costa Rica,CRI,2005,6.1,7.5,19900
Costa Rica,CRI,2006,6.2,7.5,19900
Costa Rica,CRI,2007,6.0,7.5,19900
Costa Rica,CRI,2008,5.7,7.5,19900
Costa Rica,CRI,2009,5.4,7.5,19900
Costa Rica,CRI,2010,5.3,7.5,19900
Costa Rica,CRI,2011,5.4,7.5,19900
Costa Rica,CRI,2012,5.6,7.5,19900
Costa Rica,CRI,2013,5.5,7.5,19900
Costa Rica,CRI,2014,5.4,7.5,19900
Costa Rica,CRI,2015,5.5,7.5,19900
Costa Rica,CRI,2016,5.5,7.5,19900
Costa Rica,CRI,2017,5.2,7.5,19900
Costa Rica,CRI,2018,4.7,7.5,19900
Costa Rica,CRI,2019,4.5,7.5,19900
Costa Rica,CRI,2020,3.7,7.5,19900
Croatia,HRV,1960,8.9,5.8,19900
Croatia,HRV,1961,8.8,5.8,19900
Croatia,HRV,1962,8.6,5.8,19900
Croatia,HRV,1963,8.0,5.8,19900
Croatia,HRV,1964,8.5,5.8,19900
Croatia,HRV,1965,9.0,5.8,19900
Croatia,HRV,1966,8.6,5.8,19900
Croatia,HRV,1967,8.3,5.8,19900
Croatia,HRV,1968,8.1,5.8,19900
Croatia,HRV,1969,8.1,5.8,19900
Croatia,HRV,1970,8.5,5.8,19900
Croatia,HRV,1971,8.5,5.8,19900
Croatia,HRV,1972,8.5,5.8,19900
Croatia,HRV,1973,8.3,5.8,19900
Croatia,HRV,1974,8.0,5.8,19900
Croatia,HRV,1975,8.0,5.8,19900
Croatia,HRV,1976,7.7,5.8,19900
Croatia,HRV,1977,7.8,5.8,19900
Croatia,HRV,1978,7.8,5.8,19900
Croatia,HRV,1979,7.4,5.8,19900
Croatia,HRV,1980,7.2,5.8,19900
Croatia,HRV,1981,7.3,5.8,19900
Croatia,HRV,1982,7.2,5.8,19900
Croatia,HRV,1983,7.1,5.8,19900
Croatia,HRV,1984,6.9,5.8,19900
Croatia,HRV,1985,6.6,5.8,19900
Croatia,HRV,1986,6.5,5.8,19900
Croatia,HRV,1987,6.6,5.8,19900
Croatia,HRV,1988,6.2,5.8,19900
Croatia,HRV,1989,6.1,5.8,19900
Croatia,HRV,1990,5.8,5.8,19900
Croatia,HRV,1991,4.6,5.8,19900
Croatia,HRV,1992,4.8,5.8,19900
Croatia,HRV,1993,5.0,5.8,19900
Croatia,HRV,1994,5.2,5.8,19900
Croatia,HRV,1995,5.3,5.8,19900
Croatia,HRV,1996,5.4,5.8,19900
Croatia,HRV,1997,5.4,5.8,19900
Croatia,HRV,1998,5.3,5.8,19900
Croatia,HRV,1999,5.3,5.8,19900
Croatia,HRV,2000,4.9,5.8,19900
Croatia,HRV,2001,5.1,5.8,19900
Croatia,HRV,2002,5.3,5.8,19900
Croatia,HRV,2003,5.2,5.8,19900
Croatia,HRV,2004,5.3,5.8,19900
Croatia,HRV,2005,5.1,5.8,19900
Croatia,HRV,2006,5.1,5.8,19900
Croatia,HRV,2007,5.4,5.8,19900
Croatia,HRV,2008,5.4,5.8,19900
Croatia,HRV,2009,5.2,5.8,19900
Croatia,HRV,2010,5.0,5.8,19900
Croatia,HRV,2011,4.7,5.8,19900
Croatia,HRV,2012,4.8,5.8,19900
Croatia,HRV,2013,4.5,5.8,19900
Croatia,HRV,2014,4.6,5.8,19900
Croatia,HRV,2015,4.7,5.8,19900
Croatia,HRV,2016,4.9,5.8,19900
Croatia,HRV,2017,4.9,5.8,19900
Croatia,HRV,2018,4.9,5.8,19900
Croatia,HRV,2019,4.9,5.8,19900
Croatia,HRV,2020,3.8,5.8,19900
Cyprus,CYP,1964,4.4,9.7,19900
Cyprus,CYP,1965,7.6,9.7,19900
Cyprus,CYP,1966,7.3,9.7,19900
Cyprus,CYP,1967,8.7,9.7,19900
Cyprus,CYP,1968,6.1,9.7,19900
Cyprus,CYP,1969,8.6,9.7,19900
Cyprus,CYP,1970,8.6,9.7,19900
Cyprus,CYP,1971,9.6,9.7,19900
Cyprus,CYP,1972,6.6,9.7,19900
Cyprus,CYP,1973,8.8,9.7,19900
Cyprus,CYP,1974,5.4,9.7,19900
Cyprus,CYP,1975,11.2,9.7,19900
Cyprus,CYP,1976,7.1,9.7,19900
Cyprus,CYP,1977,10.1,9.7,19900
Cyprus,CYP,1978,10.0,9.7,19900
Cyprus,CYP,1979,12.6,9.7,19900
Cyprus,CYP,1980,7.7,9.7,19900
Cyprus,CYP,1981,11.5,9.7,19900
Cyprus,CYP,1982,10.8,9.7,19900
Cyprus,CYP,1983,11.7,9.7,19900
Cyprus,CYP,1984,7.7,9.7,19900
Cyprus,CYP,1985,10.5,9.7,19900
Cyprus,CYP,1986,9.4,9.7,19900
Cyprus,CYP,1987,10.8,9.7,19900
Cyprus,CYP,1988,7.0,9.7,19900
Cyprus,CYP,1989,9.9,9.7,19900
Cyprus,CYP,1990,9.7,9.7,19900
Cyprus,CYP,1991,10.5,9.7,19900
Cyprus,CYP,1992,8.0,9.7,19900
Cyprus,CYP,1993,9.7,9.7,19900
Cyprus,CYP,1994,9.7,9.7,19900
Cyprus,CYP,1995,10.2,9.7,19900
Cyprus,CYP,1996,8.7,9.7,19900
Cyprus,CYP,1997,10.7,9.7,19900
Cyprus,CYP,1998,11.4,9.7,19900
Cyprus,CYP,1999,13.2,9.7,19900
Cyprus,CYP,2000,13.4,9.7,19900
Cyprus,CYP,2001,15.1,9.7,19900
Cyprus,CYP,2002,14.5,9.7,19900
Cyprus,CYP,2003,7.7,9.7,19900
Cyprus,CYP,2004,7.3,9.7,19900
Cyprus,CYP,2005,8.0,9.7,19900
Cyprus,CYP,2006,7.0,9.7,19900
Cyprus,CYP,2007,8.3,9.7,19900
Cyprus,CYP,2008,7.8,9.7,19900
Cyprus,CYP,2009,7.8,9.7,19900
Cyprus,CYP,2010,7.3,9.7,19900
Cyprus,CYP,2011,7.3,9.7,19900
Cyprus,CYP,2012,6.7,9.7,19900
Cyprus,CYP,2013,6.4,9.7,19900
Cyprus,CYP,2014,6.3,9.7,19900
Cyprus,CYP,2015,7.2,9.7,19900
Cyprus,CYP,2016,7.5,9.7,19900
Cyprus,CYP,2017,6.8,9.7,19900
Cyprus,CYP,2018,7.8,9.7,19900
Cyprus,CYP,2019,8.9,9.7,19900
Czechia,CZE,1960,7.7,8.8,19900
Czechia,CZE,1961,7.7,8.8,19900
Czechia,CZE,1962,8.0,8.8,19900
Czechia,CZE,1963,8.3,8.8,19900
Czechia,CZE,1964,8.3,8.8,19900
Czechia,CZE,1965,8.4,8.8,19900
Czechia,CZE,1966,8.6,8.8,19900
Czechia,CZE,1967,8.9,8.8,19900
Czechia,CZE,1968,9.0,8.8,19900
Czechia,CZE,1969,9.1,8.8,19900
Czechia,CZE,1970,9.2,8.8,19900
Czechia,CZE,1971,9.3,8.8,19900
Czechia,CZE,1972,9.7,8.8,19900
Czechia,CZE,1973,10.0,8.8,19900
Czechia,CZE,1974,9.8,8.8,19900
Czechia,CZE,1975,9.7,8.8,19900
Czechia,CZE,1976,9.4,8.8,19900
Czechia,CZE,1977,9.1,8.8,19900
Czechia,CZE,1978,8.8,8.8,19900
Czechia,CZE,1979,8.2,8.8,19900
Czechia,CZE,1980,7.6,8.8,19900
Czechia,CZE,1981,7.5,8.8,19900
Czechia,CZE,1982,7.5,8.8,19900
Czechia,CZE,1983,7.8,8.8,19900
Czechia,CZE,1984,7.9,8.8,19900
Czechia,CZE,1985,7.8,8.8,19900
Czechia,CZE,1986,7.9,8.8,19900
Czechia,CZE,1987,8.1,8.8,19900
Czechia,CZE,1988,7.9,8.8,19900
Czechia,CZE,1989,7.8,8.8,19900
Czechia,CZE,1990,8.8,8.8,19900
Czechia,CZE,1991,7.0,8.8,19900
Czechia,CZE,1992,7.2,8.8,19900
Czechia,CZE,1993,6.4,8.8,19900
Czechia,CZE,1994,5.7,8.8,19900
Czechia,CZE,1995,5.3,8.8,19900
Czechia,CZE,1996,5.2,8.8,19900
Czechia,CZE,1997,5.6,8.8,19900
Czechia,CZE,1998,5.3,8.8,19900
Czechia,CZE,1999,5.2,8.8,19900
Czechia,CZE,2000,5.4,8.8,19900
Czechia,CZE,2001,5.1,8.8,19900
Czechia,CZE,2002,5.2,8.8,19900
Czechia,CZE,2003,4.8,8.8,19900
Czechia,CZE,2004,5.0,8.8,19900
Czechia,CZE,2005,5.1,8.8,19900
Czechia,CZE,2006,5.2,8.8,19900
Czechia,CZE,2007,5.5,8.8,19900
Czechia,CZE,2008,5.1,8.8,19900
Czechia,CZE,2009,4.6,8.8,19900
Czechia,CZE,2010,4.5,8.8,19900
Czechia,CZE,2011,4.3,8.8,19900
Czechia,CZE,2012,4.3,8.8,19900
Czechia,CZE,2013,4.1,8.8,19900
Czechia,CZE,2014,4.3,8.8,19900
Czechia,CZE,2015,4.6,8.8,19900
Czechia,CZE,2016,4.8,8.8,19900
Czechia,CZE,2017,5.0,8.8,19900
Czechia,CZE,2018,5.1,8.8,19900
Czechia,CZE,2019,5.1,8.8,19900
Czechia,CZE,2020,4.2,8.8,19900
Denmark,DNK,1960,7.8,6.1,19900
Denmark,DNK,1961,7.9,6.1,19900
Denmark,DNK,1962,8.1,6.1,19900
Denmark,DNK,1963,8.2,6.1,19900
Denmark,DNK,1964,8.4,6.1,19900
Denmark,DNK,1965,8.8,6.1,19900
Denmark,DNK,1966,8.6,6.1,19900
Denmark,DNK,1967,8.5,6.1,19900
Denmark,DNK,1968,8.1,6.1,19900
Denmark,DNK,1969,8.0,6.1,19900
Denmark,DNK,1970,7.4,6.1,19900
Denmark,DNK,1971,6.6,6.1,19900
Denmark,DNK,1972,6.2,6.1,19900
Denmark,DNK,1973,6.1,6.1,19900
Denmark,DNK,1974,6.6,6.1,19900
Denmark,DNK,1975,6.3,6.1,19900
Denmark,DNK,1976,6.1,6.1,19900
Denmark,DNK,1977,6.3,6.1,19900
Denmark,DNK,1978,5.6,6.1,19900
Denmark,DNK,1979,5.4,6.1,19900
Denmark,DNK,1980,5.2,6.1,19900
Denmark,DNK,1981,5.0,6.1,19900
Denmark,DNK,1982,4.8,6.1,19900
Denmark,DNK,1983,5.3,6.1,19900
Denmark,DNK,1984,5.6,6.1,19900
Denmark,DNK,1985,5.7,6.1,19900
Denmark,DNK,1986,6.0,6.1,19900
Denmark,DNK,1987,6.1,6.1,19900
Denmark,DNK,1988,6.3,6.1,19900
Denmark,DNK,1989,6.0,6.1,19900
Denmark,DNK,1990,6.1,6.1,19900
Denmark,DNK,1991,6.0,6.1,19900
Denmark,DNK,1992,6.2,6.1,19900
Denmark,DNK,1993,6.1,6.1,19900
Denmark,DNK,1994,6.8,6.1,19900
Denmark,DNK,1995,6.6,6.1,19900
Denmark,DNK,1996,6.8,6.1,19900
Denmark,DNK,1997,6.5,6.1,19900
Denmark,DNK,1998,6.5,6.1,19900
Denmark,DNK,1999,6.7,6.1,19900
Denmark,DNK,2000,7.2,6.1,19900
Denmark,DNK,2001,6.8,6.1,19900
Denmark,DNK,2002,6.9,6.1,19900
Denmark,DNK,2003,6.5,6.1,19900
Denmark,DNK,2004,7.0,6.1,19900
Denmark,DNK,2005,6.7,6.1,19900
Denmark,DNK,2006,6.7,6.1,19900
Denmark,DNK,2007,6.7,6.1,19900
Denmark,DNK,2008,6.8,6.1,19900
Denmark,DNK,2009,6.0,6.1,19900
Denmark,DNK,2010,5.6,6.1,19900
Denmark,DNK,2011,4.9,6.1,19900
Denmark,DNK,2012,5.1,6.1,19900
Denmark,DNK,2013,4.9,6.1,19900
Denmark,DNK,2014,5.0,6.1,19900
Denmark,DNK,2015,5.1,6.1,19900
Denmark,DNK,2016,5.4,6.1,19900
Denmark,DNK,2017,5.5,6.1,19900
Denmark,DNK,2018,5.6,6.1,19900
Denmark,DNK,2019,5.3,6.1,19900
Denmark,DNK,2020,4.9,6.1,19900
Estonia,EST,1960,10.0,7.5,19900
Estonia,EST,1961,9.7,7.5,19900
Estonia,EST,1962,8.9,7.5,19900
Estonia,EST,1963,8.7,7.5,19900
Estonia,EST,1964,8.5,7.5,19900
Estonia,EST,1965,8.2,7.5,19900
Estonia,EST,1966,8.6,7.5,19900
Estonia,EST,1967,8.8,7.5,19900
Estonia,EST,1968,8.9,7.5,19900
Estonia,EST,1969,9.1,7.5,19900
Estonia,EST,1970,9.1,7.5,19900
Estonia,EST,1971,9.1,7.5,19900
Estonia,EST,1972,8.5,7.5,19900
Estonia,EST,1973,8.7,7.5,19900
Estonia,EST,1974,8.7,7.5,19900
Estonia,EST,1975,8.7,7.5,19900
Estonia,EST,1976,8.6,7.5,19900
Estonia,EST,1977,8.7,7.5,19900
Estonia,EST,1978,8.6,7.5,19900
Estonia,EST,1979,8.7,7.5,19900
Estonia,EST,1980,8.8,7.5,19900
Estonia,EST,1981,8.6,7.5,19900
Estonia,EST,1982,8.2,7.5,19900
Estonia,EST,1983,8.6,7.5,19900
Estonia,EST,1984,8.3,7.5,19900
Estonia,EST,1985,8.4,7.5,19900
Estonia,EST,1986,8.4,7.5,19900
Estonia,EST,1987,8.7,7.5,19900
