Country,TIME_PERIOD,COU,Child poverty rate,"Country mean average score in mathematics, by sex","Country mean average score in reading, by sex","Country mean average score in science, by sex",Crude divorce rate (divorces per 1000 people),Crude marriage rate (marriages per 1000 people),Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for partnered mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for sole-parent mothers (15-64 year olds) with at least one child under 15,Fertility rates (births per 1000) for 15-19 year olds,Gender gap (male-less-female) in the employment-to-population rate,Gender gap (male-less-female) in the full-time equivalent employment-to-population rate,Gender wage gap (median) for full-time employees,Infant mortality rate,"Length of paid maternity, parental and home care leave available to mothers in weeks",Length of paid paternity and parental leave reserved for fathers in weeks,Mean age of women at childbirth,Neonatal mortality rate,Post-neonatal mortality rate,Proportion (%) of children (aged 0-14) that live in households where all adults are in employment (working),Proportion (%) of children (aged 0-14) that live in households where at least one adult is in employment and one adult is not in employment (working),Proportion (%) of children (aged 0-14) that live in households with all adults not in employment (jobless),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in full-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in part-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is not in employment (jobless),Proportion (%) of children (aged 0-17) living in 'other' types of household,Proportion (%) of children (aged 0-17) living with a single parent,Proportion (%) of children (aged 0-17) living with two parents,Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school,Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school,Proportion (%) of the population aged 15-19 neither employed nor in education or training,Proportion (%) of the population aged 15-29 neither employed nor in education or training,Proportion (%) of the population aged 20-24 neither employed nor in education or training,Proportion (%) of the population aged 25-29 neither employed nor in education or training,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings,Public social expenditure on cash benefits for families as a % of GDP,Public social expenditure on services and in-kind benefits for families as a % of GDP,Public social expenditure on tax breaks for families as a % of GDP,Share of births outside of marriage (% of all births),Total fertility rate,Total public social expenditure on families as a % of GDP
Argentina,2001,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,
Argentina,2002,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,
Argentina,2003,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,
Argentina,2004,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,
Argentina,2005,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,
Argentina,2006,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,
Argentina,2007,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,
Argentina,2008,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,
Argentina,2009,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,
Argentina,2010,ARG,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,
Argentina,2011,ARG,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,
Argentina,2012,ARG,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,
Argentina,2013,ARG,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,
Argentina,2014,ARG,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,
Argentina,2015,ARG,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,
Argentina,2016,ARG,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,
Argentina,2017,ARG,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,
Argentina,2018,ARG,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,14.133333333333333,20.366666666666667,24.866666666666664,21.833333333333332,,,,,,,2.04,
Argentina,2019,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,
Argentina,2020,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,
Argentina,2021,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,
Australia,2001,AUS,,,,,2.8,5.3,57.0,60.2,44.1,17.9,14.7,,14.34,5.3,0.0,0.0,29.5,3.7,1.6,,,,,,,,,,,,7.566666666666666,13.0,13.933333333333332,17.233333333333334,-15.9,-25.0,2.3,0.6,0.0,30.7,1.73,3.0
Australia,2002,AUS,,,,,2.7,5.4,57.1,60.6,44.0,17.4,14.7,32.5,15.0,5.0,0.0,0.0,29.7,3.4,1.6,,,,,,,,,,,,7.033333333333334,12.766666666666666,13.233333333333334,17.8,-16.8,-25.2,2.2,0.6,,31.3,1.77,
Australia,2003,AUS,,524.25,525.75,,2.7,5.3,57.7,60.9,44.8,16.2,14.1,32.5,13.04,4.8,0.0,0.0,29.9,3.4,1.4,,,,,,,0.5,19.5,80.1,,,6.8,12.6,13.299999999999999,17.566666666666666,-18.3,-25.8,2.6,0.6,0.0,31.6,1.77,3.2
Australia,2004,AUS,,,,,2.6,5.5,57.2,60.2,45.9,16.2,14.6,32.2,14.35,4.7,0.0,0.0,30.0,3.2,1.5,53.5,29.8,16.6,19.6,24.1,56.3,,,,,,7.5,12.333333333333334,12.300000000000002,17.3,-15.5,-23.7,2.2,0.6,,32.2,1.78,
Australia,2005,AUS,,,,,2.6,5.4,59.9,63.1,46.4,16.6,13.9,32.7,15.78,4.9,0.0,0.0,30.1,3.5,1.4,55.7,29.5,14.8,19.8,25.9,54.3,,,,,53.5,7.3999999999999995,11.433333333333332,11.666666666666666,15.4,-15.1,-24.1,2.1,0.6,0.0,32.6,1.85,2.8
Australia,2006,AUS,,519.75,513.3499999999999,526.9,2.5,5.5,60.8,63.1,50.6,16.3,13.4,31.3,16.67,4.7,0.0,0.0,30.2,3.2,1.5,55.5,30.3,14.3,19.4,29.1,51.5,0.5,18.0,81.5,,,7.066666666666666,11.433333333333332,11.5,15.733333333333334,-14.4,-21.4,2.0,0.6,,33.1,1.88,
Australia,2007,AUS,,,,,2.3,5.5,61.0,62.8,53.5,17.1,13.4,31.5,15.4,4.1,0.0,0.0,30.2,2.9,1.2,56.2,30.4,13.5,22.5,28.5,49.0,,,,,,6.5,10.566666666666666,10.766666666666666,14.433333333333332,-10.6,-16.1,1.8,0.6,0.0,33.9,1.99,2.5
Australia,2008,AUS,,,,,2.2,5.5,62.8,64.1,56.9,18.4,13.0,30.6,11.94,4.1,0.0,0.0,30.3,2.8,1.3,57.5,30.0,12.5,27.1,27.2,45.7,,,,,,6.3,10.433333333333334,10.733333333333334,14.166666666666666,-22.4,-19.0,2.6,0.7,,34.9,2.02,
Australia,2009,AUS,,514.45,514.5,527.25,2.3,5.5,61.8,64.1,52.1,17.9,11.5,27.2,16.36,4.2,0.0,0.0,30.0,3.0,1.2,55.8,29.2,15.1,22.1,26.7,51.2,0.4,17.6,82.0,,,8.366666666666667,12.366666666666667,11.6,16.866666666666667,-30.6,-20.0,1.9,0.7,0.0,35.1,1.97,2.7
Australia,2010,AUS,,,,,2.3,5.4,61.6,63.8,52.2,16.7,12.5,28.5,14.04,4.1,0.0,0.0,30.0,2.8,1.3,56.8,29.2,13.9,23.3,27.5,49.2,,,,38.0,52.8,8.066666666666666,11.866666666666667,11.233333333333334,15.966666666666667,-30.3,-18.2,1.8,0.8,0.0,34.4,1.95,2.6
Australia,2011,AUS,,,,,2.2,5.4,63.5,65.7,54.3,16.1,12.0,28.9,15.97,3.8,18.0,0.0,30.0,2.7,1.1,58.2,27.8,14.0,25.2,27.3,47.5,,,,,59.2,7.833333333333333,11.533333333333333,11.699999999999998,14.633333333333333,-32.4,-17.8,1.8,0.8,0.0,34.2,1.92,2.6
Australia,2012,AUS,12.9,503.95000000000005,512.3,521.4000000000001,2.2,5.4,62.5,64.9,52.0,16.1,11.5,28.2,13.75,3.3,18.0,0.0,30.1,2.3,1.0,,,,,,,0.6,18.0,81.3,,64.8,7.233333333333333,11.733333333333334,12.199999999999998,15.166666666666666,-27.4,-18.4,1.9,0.8,0.0,34.5,1.93,2.8
Australia,2013,AUS,,,,,2.1,5.1,62.5,65.2,50.6,14.6,11.1,27.1,18.0,3.6,18.0,2.0,30.1,2.5,1.1,,,,,,,,,,,81.9,7.3,13.033333333333333,13.966666666666669,16.933333333333334,-25.5,-24.8,1.9,0.8,0.0,34.4,1.88,2.7
Australia,2014,AUS,13.0,,,,2.0,5.2,62.7,65.4,50.4,12.9,11.0,26.2,15.77,3.4,18.0,2.0,30.2,2.4,1.0,,,,,,,,,,,85.3,7.2,12.666666666666666,13.266666666666666,16.7,-23.6,-24.4,1.8,0.9,0.0,34.4,1.79,2.8
Australia,2015,AUS,,493.9,503.04999999999995,509.95,2.0,4.8,63.9,66.7,51.3,12.0,10.7,26.9,13.31,3.2,18.0,2.0,30.3,2.3,,,,,,,,,,,38.6,86.5,5.966666666666666,11.866666666666667,13.133333333333333,15.533333333333333,,,1.7,0.9,0.0,34.5,1.79,2.7
Australia,2016,AUS,12.5,,,,1.9,4.9,64.9,67.7,52.3,10.5,10.1,25.2,13.73,3.1,18.0,2.0,30.5,2.3,,,,,,,,,,,38.2,84.7,5.5,11.366666666666667,12.0,15.666666666666666,,,1.5,0.9,0.0,34.0,1.79,2.4
Australia,2017,AUS,,,,,2.0,4.6,66.3,69.1,52.9,10.2,9.7,25.2,13.0,3.3,18.0,2.0,30.6,2.4,,,,,,,,,,,39.2,84.0,5.3999999999999995,10.933333333333332,11.566666666666668,15.0,,,1.4,0.9,0.0,34.8,1.74,2.3
Australia,2018,AUS,13.3,491.3,502.9,502.95,2.0,4.8,68.1,70.7,55.9,9.5,9.2,24.7,13.45,3.1,18.0,2.0,30.7,2.3,,,,,,,,,,,39.8,84.2,5.3,10.833333333333334,11.9,14.333333333333334,,,1.3,0.9,0.0,35.3,1.74,2.2
Australia,2019,AUS,,,,,1.9,4.5,68.8,71.4,56.6,8.7,8.7,,15.31,,18.0,2.0,30.8,,,,,,,,,,,,41.0,83.2,5.866666666666667,10.433333333333334,11.033333333333333,13.466666666666667,,,1.4,1.0,0.0,35.6,1.67,2.3
Australia,2020,AUS,,,,,1.9,3.1,68.0,70.4,55.7,7.8,8.3,,,,18.0,2.0,30.9,,,,,,,,,,,,44.9,81.6,7.333333333333333,14.233333333333334,15.866666666666667,18.3,,,,,,36.5,1.59,
Australia,2021,AUS,,,,,,,72.2,74.7,59.4,7.1,7.6,,,,18.0,2.0,31.1,,,,,,,,,,,,,,4.566666666666666,10.366666666666667,12.033333333333333,13.700000000000001,,,,,,,1.7,
Australia,2022,AUS,,,,,,,,,,,,,,,18.0,2.0,,,,,,,,,,,,,,,5.3999999999999995,9.633333333333333,10.166666666666666,12.800000000000002,,,,,,,,
Austria,2001,AUT,,,,,2.6,4.3,,,,13.73,16.7,26.4,22.8,4.8,86.0,26.0,28.4,3.3,1.5,,,,,,,,,,,,,,,,-33.3,-16.6,2.4,0.4,0.0,33.1,1.33,2.9
Austria,2002,AUT,,,,,2.5,4.5,,,,13.82,15.2,26.1,24.49,4.1,86.0,26.0,28.6,2.8,1.3,,,,,,,,,,,,,,,,-32.7,-16.1,2.5,0.4,,33.8,1.39,
Austria,2003,AUT,,505.6,490.75,,2.3,4.6,,,,13.16,14.8,25.4,21.14,4.5,86.0,26.0,28.8,3.1,1.4,,,,,,,2.0,16.8,81.2,,,,,,,-32.1,-15.3,2.6,0.4,0.0,35.3,1.38,3.0
Austria,2004,AUT,,,,,2.4,4.7,,,,13.69,13.6,27.7,22.43,4.5,86.0,26.0,28.8,3.1,1.4,,,,,,,2.0,16.5,81.4,,,7.933333333333334,12.4,13.866666666666667,15.066666666666668,-30.7,-12.7,2.5,0.4,,35.9,1.42,
Austria,2005,AUT,,,,,2.4,4.8,69.3,68.7,73.1,12.84,12.6,29.2,22.03,4.2,86.0,26.0,29.0,2.9,1.3,56.1,37.3,6.6,45.5,27.5,26.9,1.0,15.5,83.6,,,7.033333333333334,11.433333333333332,13.1,13.966666666666667,-32.4,-13.7,2.5,0.4,0.0,36.5,1.41,2.9
Austria,2006,AUT,,505.3,490.6,510.75,2.5,4.5,70.0,69.1,75.4,11.95,12.7,29.7,21.86,3.6,86.0,26.0,29.2,2.5,1.1,56.7,36.4,6.9,46.4,27.6,25.8,0.6,17.3,82.0,,,6.6000000000000005,11.966666666666667,12.933333333333332,16.0,-30.9,-13.4,2.3,0.4,,37.2,1.41,
Austria,2007,AUT,9.7,,,,2.5,4.3,70.1,69.3,75.2,11.2,12.8,30.0,21.63,3.7,86.0,26.0,29.4,2.5,1.2,57.4,36.4,6.2,48.1,26.0,25.8,1.9,17.5,80.6,,,5.533333333333334,11.299999999999999,11.766666666666666,16.2,-29.7,-13.0,2.2,0.4,0.0,38.3,1.39,2.7
Austria,2008,AUT,9.8,,,,2.4,4.2,71.7,70.7,77.7,11.25,12.0,28.9,20.92,3.7,73.0,13.0,29.5,2.7,1.0,58.9,35.1,6.0,46.5,28.4,25.1,2.0,16.6,81.5,,,5.7,10.666666666666666,12.0,13.833333333333334,-28.6,-12.5,2.3,0.5,,38.8,1.42,
Austria,2009,AUT,11.0,496.1,469.9,494.4,2.3,4.3,73.5,72.9,77.2,10.39,10.3,26.1,19.36,3.8,73.0,13.0,29.7,2.5,1.3,60.2,33.7,6.0,47.8,27.9,24.3,0.6,17.0,82.3,,,6.6000000000000005,11.4,12.033333333333333,15.200000000000001,-31.7,-13.5,2.4,0.5,0.0,39.3,1.4,3.0
Austria,2010,AUT,10.0,,,,2.1,4.5,73.1,72.8,75.4,10.19,10.3,26.2,19.19,3.9,60.0,8.7,29.8,2.7,1.2,59.4,34.4,6.3,42.1,29.3,28.7,0.5,17.1,82.3,12.5,85.0,5.666666666666667,11.700000000000001,13.433333333333332,15.466666666666669,-31.0,-13.1,2.3,0.6,0.0,40.1,1.44,3.0
Austria,2011,AUT,9.2,,,,2.1,4.3,74.3,74.3,74.6,9.1,10.1,26.3,18.55,3.6,60.0,8.7,30.0,2.4,1.2,62.7,31.9,5.5,44.5,31.3,24.2,0.3,17.0,82.7,,86.2,5.8,10.266666666666667,10.933333333333332,13.533333333333333,-30.0,-12.1,2.1,0.6,0.0,40.4,1.43,2.7
Austria,2012,AUT,10.4,505.6,489.55,505.8,2.0,4.6,76.2,76.3,75.8,8.63,9.5,25.7,18.19,3.2,60.0,8.7,30.2,2.3,0.9,63.7,30.4,5.9,44.3,30.5,25.1,0.3,16.3,83.5,,86.0,4.766666666666667,10.299999999999999,11.733333333333334,13.700000000000001,-29.1,-11.0,2.0,0.6,0.0,41.5,1.44,2.7
Austria,2013,AUT,10.4,,,,1.9,4.3,75.5,76.0,72.7,8.1,9.1,24.2,18.05,3.1,60.0,8.7,30.3,2.3,0.8,63.3,30.3,6.4,40.5,30.1,29.4,0.3,18.9,80.8,,86.5,5.1000000000000005,10.666666666666666,12.1,14.1,-28.1,-11.0,2.0,0.7,0.0,41.4,1.44,2.7
Austria,2014,AUT,10.8,,,,1.9,4.4,75.8,76.5,71.3,7.38,8.3,23.0,17.73,3.0,60.0,8.7,30.4,2.3,0.7,64.3,29.4,6.3,42.1,29.7,28.2,0.1,20.7,79.3,,86.9,7.233333333333333,11.566666666666668,12.0,14.666666666666666,-27.7,-10.8,1.9,0.7,0.0,41.7,1.46,2.7
Austria,2015,AUT,9.6,496.6,484.95000000000005,494.95,1.9,5.1,75.0,76.1,68.1,7.62,8.0,23.3,17.04,3.1,60.0,8.7,30.6,2.3,,63.2,29.3,7.5,38.0,29.9,32.1,0.4,18.3,81.3,,88.1,5.7,10.433333333333334,11.733333333333334,12.966666666666667,,,2.0,0.7,0.0,42.1,1.49,2.7
Austria,2016,AUT,11.5,,,,1.8,5.1,76.1,76.9,70.5,7.22,7.7,23.2,15.67,3.1,60.0,8.7,30.6,2.3,,64.6,27.7,7.7,41.6,28.6,29.8,0.8,16.3,82.9,,88.5,5.466666666666666,10.9,13.200000000000001,12.833333333333334,,,1.9,0.7,0.0,42.2,1.53,2.7
Austria,2017,AUT,11.5,,,,1.8,5.1,76.3,76.8,73.1,6.8,8.0,23.3,15.38,2.9,60.0,8.7,30.7,2.0,,65.0,27.8,7.2,43.8,27.8,28.4,0.3,15.7,84.0,18.3,89.3,5.066666666666666,10.799999999999999,11.799999999999999,14.133333333333333,,,1.9,0.7,0.0,42.0,1.52,2.6
Austria,2018,AUT,9.6,498.85,484.65,489.75,1.8,5.3,76.8,77.0,75.3,5.48,8.8,24.3,14.88,2.7,60.0,8.7,30.9,2.0,,65.6,27.5,7.0,41.0,31.4,27.5,0.7,11.4,87.9,19.0,89.7,5.266666666666667,11.1,12.466666666666667,14.133333333333333,,,1.8,0.7,0.0,41.3,1.48,2.6
Austria,2019,AUT,,,,,1.8,5.2,77.6,78.0,75.2,5.21,8.8,24.3,14.01,,60.0,8.7,31.0,,,,,,,,,,,,19.6,89.8,6.6000000000000005,10.433333333333332,10.866666666666667,12.833333333333334,,,1.8,0.7,0.0,40.6,1.46,2.5
Austria,2020,AUT,,,,,1.7,4.4,77.7,78.1,74.9,5.02,8.2,21.9,12.38,,60.0,13.0,31.0,,,,,,,,,,,,20.2,89.7,5.7,11.6,13.799999999999999,13.866666666666667,,,,,,41.2,1.44,
Austria,2021,AUT,,,,,,,75.6,75.8,73.3,4.15,8.6,21.5,,,60.0,13.0,31.2,,,,,,,,,,,,,,6.6000000000000005,11.4,12.299999999999999,14.1,,,,,,,1.48,
Austria,2022,AUT,,,,,,,,,,,,,,,60.0,13.0,,,,,,,,,,,,,,,7.0,10.533333333333333,10.766666666666666,12.933333333333332,,,,,,,,
Belgium,2001,BEL,,,,,2.8,4.1,66.5,69.0,56.0,11.83,17.8,28.1,13.19,4.5,28.0,13.6,28.9,,,58.4,28.4,13.1,33.7,20.3,45.0,,,,,,6.2,11.733333333333334,13.033333333333333,15.5,-6.0,-3.5,1.7,0.8,0.4,30.2,1.67,3.0
Belgium,2002,BEL,,,,,3.0,3.9,67.2,70.4,53.8,10.87,16.9,28.0,11.6,4.4,28.0,15.0,29.0,,,59.6,26.8,13.6,32.9,16.7,48.2,,,,,,6.833333333333333,14.033333333333333,17.433333333333334,17.266666666666666,-6.3,-7.5,1.7,0.9,,32.5,1.65,
Belgium,2003,BEL,,529.15,507.75,,3.0,4.0,65.8,68.8,53.8,10.73,15.5,25.9,15.21,4.1,28.0,15.0,29.1,2.9,1.2,57.2,29.0,13.8,29.6,19.4,49.5,8.7,21.8,69.6,,,7.133333333333333,14.4,17.133333333333336,18.366666666666667,-7.9,-8.4,1.8,0.9,0.4,34.7,1.67,3.1
Belgium,2004,BEL,9.8,,,,3.0,4.2,68.1,71.1,55.8,10.65,15.3,26.4,11.83,3.9,28.0,15.0,29.2,2.5,1.4,60.3,26.8,13.0,34.4,18.2,44.5,3.5,22.9,73.5,,,4.866666666666666,14.0,16.866666666666664,19.7,-8.7,-8.9,1.7,0.9,,36.9,1.72,
Belgium,2005,BEL,9.4,,,,2.9,4.1,69.4,72.8,56.4,10.54,14.5,26.6,11.51,3.7,28.0,15.0,29.3,2.6,1.1,62.7,24.7,12.6,33.1,18.7,46.2,2.5,22.9,74.5,44.5,100.1,6.233333333333333,14.200000000000001,18.3,17.7,-8.9,-9.0,1.7,0.9,0.4,39.4,1.76,3.0
Belgium,2006,BEL,11.0,520.2,501.85,510.35,2.8,4.2,69.7,73.2,57.0,10.4,13.9,24.8,10.25,4.0,28.0,15.0,29.4,,,62.4,24.9,12.8,33.0,19.1,45.7,2.1,25.0,72.8,42.4,,7.1000000000000005,13.9,16.9,17.53333333333333,-8.8,-9.0,1.7,0.9,,40.9,1.8,
Belgium,2007,BEL,10.2,,,,2.8,4.3,70.4,72.9,61.8,10.46,13.4,26.1,9.87,3.9,28.0,15.0,29.5,2.5,1.4,63.8,24.1,12.1,38.8,16.7,43.2,2.5,22.5,75.1,45.2,,5.233333333333333,12.733333333333334,15.5,17.3,-9.0,-9.1,1.7,0.9,0.4,43.2,1.82,3.0
Belgium,2008,BEL,11.2,,,,3.3,4.3,72.2,75.0,63.0,10.26,12.4,23.7,8.92,3.8,28.0,15.0,29.6,2.6,1.2,65.2,23.5,11.4,38.6,18.7,41.3,2.4,20.9,76.8,46.8,,5.466666666666666,12.1,14.133333333333333,16.533333333333335,-9.5,-9.0,1.7,1.0,,44.6,1.85,
Belgium,2009,BEL,12.9,515.05,506.25,506.5,3.0,4.0,70.8,73.8,61.6,10.28,11.2,21.8,7.48,3.5,28.0,15.0,29.6,2.3,1.2,64.2,23.9,11.9,36.2,18.5,43.1,2.6,21.9,75.4,36.9,,5.7,12.733333333333334,16.099999999999998,16.3,-9.7,-9.2,1.8,1.0,0.5,45.5,1.84,3.3
Belgium,2010,BEL,13.3,,,,2.7,3.9,72.0,75.1,62.6,9.64,10.9,22.4,7.04,3.6,28.0,15.0,29.8,2.2,1.4,64.7,23.0,12.3,39.9,16.6,42.5,6.7,22.1,71.3,39.2,99.0,5.933333333333334,14.200000000000001,18.033333333333335,18.3,-9.6,-9.0,1.8,1.0,0.4,45.7,1.86,3.3
Belgium,2011,BEL,11.0,,,,2.5,3.7,71.1,73.6,63.4,9.43,10.4,21.6,5.84,3.4,28.0,15.0,29.8,2.2,1.2,64.2,23.2,12.6,39.9,17.6,41.0,5.1,26.2,68.7,41.3,,6.1000000000000005,13.9,17.099999999999998,17.966666666666665,-9.6,-9.0,1.8,1.1,0.4,47.0,1.81,3.3
Belgium,2012,BEL,11.4,514.5,508.70000000000005,504.85,2.3,3.8,72.3,74.3,63.7,8.82,10.1,21.6,6.41,3.8,32.3,19.3,30.0,2.4,1.4,64.2,24.0,11.8,45.0,18.2,36.4,1.4,23.5,75.1,51.4,,8.266666666666667,14.966666666666667,17.53333333333333,18.5,-9.6,-9.1,1.8,1.0,0.4,47.7,1.8,3.3
Belgium,2013,BEL,12.5,,,,2.2,3.4,71.9,74.7,58.6,7.29,9.2,21.5,5.91,3.5,32.3,19.3,30.2,2.2,1.3,62.5,24.9,12.6,41.0,16.9,41.7,1.0,22.8,76.2,47.8,,6.7,15.0,18.733333333333334,18.7,-9.9,-9.2,1.8,1.0,0.5,49.5,1.76,3.3
Belgium,2014,BEL,10.9,,,,2.2,3.6,72.4,75.1,60.2,7.24,7.9,19.7,3.3,3.4,32.3,19.3,30.3,2.3,,62.7,24.4,12.9,43.5,15.0,41.0,1.9,23.6,74.5,54.7,,5.3999999999999995,15.0,18.866666666666664,19.766666666666666,-10.1,-9.3,1.8,1.0,0.4,49.4,1.74,3.3
Belgium,2015,BEL,11.0,506.85,498.65,501.9,2.2,4.0,71.5,74.4,58.4,6.57,7.5,18.5,4.67,3.3,32.3,19.3,30.4,2.2,,62.6,24.3,13.2,43.9,15.6,40.1,1.2,25.0,73.8,54.4,98.6,4.3,13.833333333333334,15.833333333333334,20.2,,,1.8,1.0,0.4,48.0,1.7,3.2
Belgium,2016,BEL,12.3,,,,2.1,3.9,71.2,73.8,58.5,6.18,8.4,19.1,3.7,3.2,32.3,19.3,30.5,2.2,,62.6,24.7,12.7,42.2,15.6,41.8,1.0,22.9,76.1,48.0,98.7,4.333333333333333,13.0,14.300000000000002,19.266666666666666,,,1.7,1.0,0.4,49.0,1.68,3.1
Belgium,2017,BEL,,,,,2.0,3.9,73.3,73.8,63.7,5.9,8.8,20.8,4.19,3.6,32.3,19.3,30.6,,,60.7,27.2,12.1,44.0,15.8,40.2,1.7,24.6,73.8,56.6,98.4,4.0,13.233333333333334,15.166666666666666,19.366666666666664,,,1.7,1.0,0.4,52.8,1.65,3.2
Belgium,2018,BEL,9.2,508.05,492.85,498.79999999999995,2.0,3.9,74.4,76.9,62.4,5.54,7.5,19.5,3.41,3.8,32.3,19.3,30.7,,,65.9,22.6,11.5,46.8,17.4,35.4,1.5,24.9,73.6,56.8,98.5,3.9,12.766666666666666,14.566666666666668,18.566666666666666,,,1.7,1.0,0.4,52.4,1.62,3.1
Belgium,2019,BEL,,,,,2.0,3.9,73.5,75.9,61.3,5.14,7.2,18.8,3.8,,32.3,19.3,30.8,,,,,,,,,,,,58.1,98.3,4.766666666666667,12.6,15.399999999999999,16.733333333333334,,,1.7,1.1,0.4,,1.6,3.2
Belgium,2020,BEL,,,,,1.8,2.8,72.0,74.5,60.7,4.92,7.4,17.1,,,32.3,19.3,30.8,,,,,,,,,,,,56.9,,4.2,12.5,14.033333333333333,18.099999999999998,,,,,,,1.55,
Belgium,2021,BEL,,,,,,,75.5,78.0,64.0,4.49,6.9,16.3,,,32.3,20.3,31.0,,,,,,,,,,,,,,5.3,11.299999999999999,,16.466666666666665,,,,,,,1.6,
Belgium,2022,BEL,,,,,,,,,,,,,,,32.3,20.3,,,,,,,,,,,,,,,2.966666666666667,9.6,10.766666666666666,14.466666666666669,,,,,,,,
Brazil,2001,BRA,,,,,,,,,,81.36,27.0,,,28.6,,,26.8,17.3,,,,,,,,,,,,,,,,,,,,,,,2.18,
Brazil,2002,BRA,,,,,,,,,,78.41,25.7,41.3,,26.8,,,26.8,16.4,,,,,,,,,,,,,,,,,,,,,,,2.1,
Brazil,2003,BRA,,356.54999999999995,401.54999999999995,,,,,,,75.17,25.0,39.2,,25.2,,,26.8,15.6,,,,,,,,,,,,,,,,,,,,,,,2.02,
Brazil,2004,BRA,,,,,,,,,,73.74,24.9,40.7,,23.6,,,26.9,14.7,,,,,,,,,,,,,,,,,,,,,,,2.0,
Brazil,2005,BRA,,,,,,,,,,73.33,24.2,38.3,,22.1,,,27.0,13.9,,,,,,,,,,,,,,,,,,,,,,,1.97,
Brazil,2006,BRA,31.2,370.25,391.70000000000005,390.65,,,,,,73.92,23.7,37.9,,20.7,,,27.1,13.2,,,,,,,,,,,,,,,,,,,,,,,1.93,
Brazil,2007,BRA,,,,,,,,,,70.9,23.8,37.3,,19.5,,,27.2,12.6,,,,,,,,,,,,,14.766666666666666,19.900000000000002,23.400000000000002,21.600000000000005,,,,,,,1.88,
Brazil,2008,BRA,,,,,,,,,,68.52,23.8,37.3,,18.4,,,27.3,12.1,,,,,,,,,,,,,13.866666666666667,18.966666666666665,22.53333333333333,20.53333333333333,,,,,,,1.84,
Brazil,2009,BRA,30.7,386.25,410.9,405.5,,,,,,67.27,23.3,35.0,,17.5,,,27.4,11.6,,,,,,,,,,,,,14.033333333333333,19.566666666666666,23.233333333333334,21.400000000000002,,,,,,,1.83,
Brazil,2010,BRA,,,,,,,,,,64.58,,-50.3,,16.7,,,27.6,11.2,,,,,,,,,,,,,,,,,,,,,,,1.81,
Brazil,2011,BRA,30.8,,,,,,,,,64.2,24.2,,,16.0,,,27.9,10.7,,,,,,,,,,,,,13.033333333333333,19.2,24.366666666666664,21.5,,,,,,,1.8,
Brazil,2012,BRA,,391.85,409.45,404.7,,,,,,64.0,23.3,31.4,,15.4,,,26.7,10.3,,,,,,,,,,,9.7,71.5,15.266666666666666,19.933333333333334,23.666666666666668,21.133333333333333,,,,,,,1.77,
Brazil,2013,BRA,30.1,,,,,,,,,63.3,22.8,32.3,,14.9,,,26.7,10.0,,,,,,,,,,,,,15.733333333333333,20.3,23.933333333333334,21.599999999999998,,,,,,,1.75,
