Country,TIME_PERIOD,COU,Child poverty rate,"Country mean average score in mathematics, by sex","Country mean average score in reading, by sex","Country mean average score in science, by sex",Crude divorce rate (divorces per 1000 people),Crude marriage rate (marriages per 1000 people),Employment rates (%) for all mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for partnered mothers (15-64 year olds) with at least one child under 15,Employment rates (%) for sole-parent mothers (15-64 year olds) with at least one child under 15,Fertility rates (births per 1000) for 15-19 year olds,Gender gap (male-less-female) in the employment-to-population rate,Gender gap (male-less-female) in the full-time equivalent employment-to-population rate,Gender wage gap (median) for full-time employees,Infant mortality rate,"Length of paid maternity, parental and home care leave available to mothers in weeks",Length of paid paternity and parental leave reserved for fathers in weeks,Mean age of women at childbirth,Neonatal mortality rate,Post-neonatal mortality rate,Proportion (%) of children (aged 0-14) that live in households where all adults are in employment (working),Proportion (%) of children (aged 0-14) that live in households where at least one adult is in employment and one adult is not in employment (working),Proportion (%) of children (aged 0-14) that live in households with all adults not in employment (jobless),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in full-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is in part-time employment (working),Proportion (%) of children (aged 0-14) that live in sole parent households where the sole parent is not in employment (jobless),Proportion (%) of children (aged 0-17) living in 'other' types of household,Proportion (%) of children (aged 0-17) living with a single parent,Proportion (%) of children (aged 0-17) living with two parents,Proportion (%) of children aged 0-2 enrolled in formal childcare and pre-school,Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school,Proportion (%) of the population aged 15-19 neither employed nor in education or training,Proportion (%) of the population aged 15-29 neither employed nor in education or training,Proportion (%) of the population aged 20-24 neither employed nor in education or training,Proportion (%) of the population aged 25-29 neither employed nor in education or training,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings,Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings,Public social expenditure on cash benefits for families as a % of GDP,Public social expenditure on services and in-kind benefits for families as a % of GDP,Public social expenditure on tax breaks for families as a % of GDP,Share of births outside of marriage (% of all births),Total fertility rate,Total public social expenditure on families as a % of GDP
Italy,2009,ITA,17.1,482.7,486.65,488.85,0.9,3.9,54.8,53.5,69.1,6.92,22.1,30.6,,3.2,47.7,0.0,31.2,2.5,0.7,47.3,45.5,7.3,51.5,20.4,27.5,0.7,11.6,87.8,25.9,,11.166666666666666,21.2,24.8,26.399999999999995,-26.1,-24.8,0.8,0.7,0.5,20.1,1.44,1.9
Italy,2010,ITA,18.0,,,,0.9,3.7,54.7,53.4,68.7,6.67,21.4,30.2,5.64,3.0,47.7,0.0,31.3,2.2,0.8,46.7,45.4,7.9,49.5,22.3,28.2,0.5,11.4,88.0,23.3,,12.466666666666667,23.03333333333333,27.133333333333336,28.233333333333334,-25.5,-24.6,0.7,0.7,0.5,21.8,1.44,1.8
Italy,2011,ITA,17.8,,,,0.9,3.4,54.6,53.3,68.3,6.45,20.8,29.8,,2.9,47.7,0.0,31.4,2.0,0.9,47.0,44.9,8.1,49.7,22.3,28.0,0.5,12.1,87.4,27.4,,11.4,23.233333333333334,28.400000000000002,28.433333333333334,-24.9,-24.4,0.7,0.6,0.5,23.7,1.42,1.8
Italy,2012,ITA,17.7,485.0,490.4,493.5,0.9,3.5,55.4,54.1,67.4,6.38,19.2,28.1,11.11,2.9,47.7,0.0,31.4,2.0,0.9,47.2,43.9,8.9,49.6,23.6,26.7,0.6,12.5,86.9,21.9,,11.966666666666667,24.633333333333336,31.53333333333333,29.03333333333333,-24.9,-24.3,0.7,0.7,0.5,25.0,1.42,1.8
Italy,2013,ITA,17.7,,,,0.9,3.2,54.7,53.6,65.2,5.86,18.2,26.1,,2.9,47.7,0.2,31.5,2.0,0.9,46.3,43.7,10.0,48.9,23.1,28.0,0.6,12.1,87.3,23.1,97.3,11.0,26.133333333333336,33.699999999999996,31.833333333333332,-25.7,-24.8,0.8,0.7,0.6,26.9,1.39,2.0
Italy,2014,ITA,19.3,,,,0.9,3.1,55.3,54.3,64.1,5.64,17.9,26.8,6.58,2.8,47.7,0.2,31.5,2.0,,46.5,43.0,10.5,48.2,22.8,28.9,0.6,12.8,86.6,24.2,95.1,11.166666666666666,27.733333333333334,34.96666666666667,35.4,-38.8,-24.9,0.7,0.7,0.5,28.8,1.38,2.0
Italy,2015,ITA,18.3,489.8,484.7,480.6,1.4,3.2,55.6,54.7,63.2,5.13,18.3,27.5,,2.9,47.7,0.2,31.7,2.0,,47.0,42.5,10.5,47.5,21.8,30.6,0.2,12.4,87.4,29.5,94.9,11.4,27.400000000000002,33.86666666666667,35.333333333333336,,,0.7,0.7,0.5,30.0,1.36,1.9
Italy,2016,ITA,17.3,,,,1.6,3.4,55.7,54.8,62.8,4.84,18.4,27.9,5.56,2.8,47.7,0.4,31.8,2.0,,47.5,42.5,10.1,47.1,23.3,29.5,0.1,12.8,87.1,35.5,94.9,9.366666666666667,26.03333333333333,32.199999999999996,35.03333333333333,,,0.7,0.6,0.5,31.5,1.36,1.9
Italy,2017,ITA,18.7,,,,1.5,3.2,56.4,55.7,62.7,4.34,18.2,28.1,,2.7,47.7,0.4,31.9,2.0,,48.5,42.2,9.2,46.7,23.6,29.5,0.1,14.5,85.4,29.7,93.9,10.166666666666666,25.133333333333336,30.066666666666666,33.86666666666667,,,0.8,0.6,0.5,32.8,1.34,1.9
Italy,2018,ITA,18.0,486.3,476.70000000000005,467.95000000000005,1.5,3.2,56.8,56.0,63.5,4.11,18.1,28.0,5.71,2.8,47.7,0.8,32.0,,,49.0,42.0,8.9,48.1,22.9,29.0,0.1,14.7,85.1,26.1,93.6,10.9,23.733333333333334,28.3,31.03333333333333,,,0.8,0.6,0.5,34.0,1.31,1.9
Italy,2019,ITA,,,,,1.4,3.1,57.5,56.7,63.6,3.68,17.9,27.5,7.64,,47.7,1.0,32.1,,,,,,,,,,,,27.8,94.8,10.799999999999999,23.566666666666666,28.46666666666667,30.666666666666668,,,0.8,0.7,0.5,35.4,1.27,1.9
Italy,2020,ITA,,,,,1.1,1.6,56.5,55.8,62.2,3.27,18.2,25.7,,,47.7,1.4,32.2,,,,,,,,,,,,26.4,94.6,10.566666666666666,23.53333333333333,27.433333333333334,31.766666666666666,,,,,,33.8,1.24,
Italy,2021,ITA,,,,,,,57.2,56.4,63.1,2.88,17.7,27.0,,,47.7,2.0,32.4,,,,,,,,,,,,,,12.5,26.03333333333333,30.099999999999998,34.7,,,,,,,1.25,
Italy,2022,ITA,,,,,,,,,,,,,,,47.7,2.0,,,,,,,,,,,,,,,13.9,22.933333333333334,26.400000000000002,28.166666666666668,,,,,,,,
Japan,2001,JPN,,,,,2.3,6.4,49.6,,,5.3,23.5,,33.86,3.1,58.0,0.0,29.7,1.6,1.5,,,,,,,,,,,,,,,,-15.9,-21.4,0.2,0.4,0.4,1.7,1.33,1.0
Japan,2002,JPN,,,,,2.3,6.0,50.5,,,5.3,23.4,,32.53,3.0,58.0,0.0,29.8,1.7,1.3,,,,,,,,,,,,,,,,-12.1,-11.7,0.2,0.4,,1.9,1.32,
Japan,2003,JPN,,534.3,497.8,,2.3,5.9,50.9,,,5.3,23.0,,32.0,3.0,58.0,0.0,30.0,1.7,1.3,,,,,,,,,,,,,,,,-13.8,-15.4,0.2,0.4,0.5,1.9,1.29,1.1
Japan,2004,JPN,,,,,2.2,5.7,53.6,,,5.3,22.6,,31.09,2.8,58.0,0.0,30.2,1.5,1.3,,,,,,,,,,,,,,,,-18.5,-19.5,0.3,0.4,,2.0,1.29,
Japan,2005,JPN,,,,,2.1,5.7,56.8,,,5.2,22.3,,32.83,2.8,58.0,0.0,30.4,1.4,1.4,,,,,,,0.7,11.2,88.1,16.2,,4.866666666666667,12.466666666666669,12.333333333333334,19.066666666666666,-18.0,-18.9,0.3,0.4,0.5,2.0,1.26,1.2
Japan,2006,JPN,,523.05,498.0,531.4,2.0,5.8,56.0,,,4.9,22.2,,32.98,2.6,58.0,0.0,30.5,1.3,1.3,,,,,,,,,,,,4.5,12.066666666666668,12.133333333333333,18.400000000000002,-8.3,-18.8,0.3,0.4,,2.1,1.32,
Japan,2007,JPN,,,,,2.0,5.7,56.7,,,4.9,22.2,,31.74,2.6,58.0,0.0,30.7,1.3,1.3,,,,,,,,,,22.3,,4.333333333333333,11.766666666666666,12.133333333333333,18.066666666666666,-9.1,-19.7,0.3,0.3,0.5,2.0,1.34,1.2
Japan,2008,JPN,,,,,2.0,5.8,59.1,,,4.9,21.9,,30.69,2.6,58.0,0.0,30.9,1.2,1.4,,,,,,,,,,,,4.1000000000000005,11.366666666666667,11.133333333333333,18.333333333333332,-8.9,-19.4,0.4,0.4,,2.1,1.37,
Japan,2009,JPN,15.7,528.85,520.45,539.5999999999999,2.0,5.6,59.6,,,4.9,20.4,,28.28,2.4,58.0,0.0,31.0,1.2,1.2,,,,,,,,,,,,4.9,12.233333333333334,12.633333333333333,18.599999999999998,-8.3,-19.3,0.4,0.4,0.5,2.1,1.37,1.3
Japan,2010,JPN,,,,,2.0,5.5,57.4,,,4.6,19.9,,28.68,2.3,58.0,52.0,31.2,1.1,1.2,,,,,,,0.7,12.2,87.1,25.3,,4.566666666666666,12.033333333333333,12.433333333333332,18.666666666666668,-9.0,-14.5,0.7,0.4,0.0,2.1,1.39,
Japan,2011,JPN,,,,,1.9,5.2,60.1,,,4.5,19.9,,27.4,2.3,58.0,52.0,31.3,1.1,1.2,,,,,,,,,,,,4.8,11.733333333333334,12.1,18.0,-11.3,-17.5,0.7,0.4,0.3,2.2,1.39,1.5
Japan,2012,JPN,16.3,535.95,538.6500000000001,546.45,1.9,5.3,61.5,,,4.4,19.6,,26.52,2.2,58.0,52.0,31.5,1.0,1.2,,,,,,,,,,,,3.8333333333333335,11.566666666666668,12.4,18.099999999999998,-10.2,-16.1,0.7,0.5,0.2,2.2,1.41,1.4
Japan,2013,JPN,,,,,1.8,5.3,60.5,,,4.4,18.3,,26.59,2.1,58.0,52.0,31.6,1.0,1.1,,,,,,,,,,28.9,91.1,4.066666666666666,10.866666666666667,11.066666666666668,17.400000000000002,-10.0,-16.1,0.7,0.5,0.2,2.2,1.43,1.3
Japan,2014,JPN,,,,,1.8,5.1,63.2,,,4.5,17.9,,25.87,2.1,58.0,52.0,31.7,0.9,1.2,,,,,,,,,,,91.0,3.6999999999999997,9.866666666666667,10.1,15.9,-10.2,-15.7,0.7,0.5,0.2,2.3,1.42,1.4
Japan,2015,JPN,13.9,532.4,516.05,538.3,1.8,5.1,65.9,,,4.1,17.2,,25.73,1.9,58.0,52.0,31.8,0.9,,,,,,,,0.6,12.2,87.6,,91.0,,,,,,,0.7,0.8,0.2,2.3,1.45,1.6
Japan,2016,JPN,,,,,1.7,5.0,65.0,,,3.8,16.4,,24.6,2.0,58.0,52.0,31.9,0.9,,,,,,,,,,,33.0,91.8,,,,,,,0.6,0.8,0.2,2.3,1.44,1.7
Japan,2017,JPN,,,,,1.7,4.9,69.0,,,3.4,15.5,,24.52,1.9,58.0,52.0,32.0,0.9,,,,,,,,,,,,91.4,,,,,,,0.6,0.9,0.2,2.2,1.43,1.8
Japan,2018,JPN,14.0,527.1,503.59999999999997,529.2,1.7,4.7,70.6,0.0,,3.1,14.3,,23.54,1.9,58.0,52.0,32.0,0.9,,,,,,,,,,,,91.8,,,,,,,0.6,1.0,0.2,2.3,1.42,1.8
Japan,2019,JPN,,,,,1.7,4.8,70.7,,,2.8,13.2,,23.48,,58.0,52.0,32.0,,,,,,,,,,,,41.3,94.0,,,,,,,0.7,1.1,0.2,2.3,1.36,1.9
Japan,2020,JPN,,,,,1.6,4.3,,,,2.5,13.2,,22.52,,58.0,52.0,32.0,,,,,,,,,,,,,94.9,,,,,,,0.7,1.3,,2.4,1.33,
Japan,2021,JPN,,,,,,,74.8,,,2.1,12.6,,22.11,,58.0,52.0,32.2,,,,,,,,,,,,,,,,,,,,,,,,1.3,
Japan,2022,JPN,,,,,,,,,,,,,,,58.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,2001,KOR,,,,,2.8,6.7,,,,2.2,22.6,36.1,40.42,,8.5,0.0,29.3,,,,,,,,,,,,,,,,,,-27.5,-39.8,0.0,0.1,0.1,1.3,1.31,0.2
Korea,2002,KOR,,,,,3.0,6.3,,,,2.6,23.0,35.9,41.03,5.3,58.4,0.0,29.5,3.3,2.0,,,,,,,,,,,,,,,,-28.7,-39.5,0.0,0.1,,1.4,1.18,
Korea,2003,KOR,,540.0,536.1,,3.4,6.3,,,,2.5,23.9,34.4,40.08,,58.4,0.0,29.7,,,,,,,,,,,,,,,,,,-32.4,-39.6,0.0,0.1,0.1,1.6,1.19,0.2
Korea,2004,KOR,,,,,2.9,6.4,,,,2.3,23.0,35.9,39.62,,58.4,0.0,30.0,,,,,,,,,,,,,,,,,,-28.8,-36.7,0.0,0.2,,1.6,1.16,
Korea,2005,KOR,,,,,2.6,6.5,,,,2.1,22.4,33.3,39.62,4.7,58.4,0.0,30.2,2.8,1.9,,,,,,,,,,,,,,,,-30.7,-35.5,0.0,0.2,0.1,1.8,1.09,0.4
Korea,2006,KOR,,547.4,556.3,522.1500000000001,2.5,6.8,,,,2.2,21.6,33.0,39.77,4.1,58.4,0.0,30.4,2.5,1.6,,,,,,,,,,,,,,,,-32.9,-33.4,0.0,0.5,,1.8,1.13,
Korea,2007,KOR,,,,,2.5,7.0,,,,2.2,21.5,31.3,38.16,3.5,58.4,0.0,30.6,2.1,1.4,,,,,,,,,,,,,,,,-32.6,-28.2,0.0,0.4,0.2,1.8,1.26,0.6
Korea,2008,KOR,,,,,2.4,6.6,,,,1.7,21.3,29.8,39.04,3.4,64.9,52.0,30.8,2.0,1.4,,,,,,,,,,,,,,,,-29.8,-27.8,0.0,0.5,,1.8,1.19,
Korea,2009,KOR,,546.15,540.25,538.05,2.5,6.2,,,,1.7,21.4,30.5,38.61,3.2,64.9,52.0,31.0,1.7,1.5,,,,,,,,,,,,,,,,-28.9,-26.9,0.0,0.6,0.2,2.0,1.15,0.9
Korea,2010,KOR,,,,,2.3,6.5,,,,1.8,21.3,31.3,39.61,3.2,64.9,52.0,31.3,1.8,1.4,,,,,,,,,,38.2,84.6,,,,,-25.7,-22.0,0.0,0.6,0.2,2.1,1.23,0.9
Korea,2011,KOR,,,,,2.3,6.6,,,,1.8,21.5,30.6,36.56,3.0,64.9,52.0,31.4,1.7,1.3,,,,,,,,,,,85.9,,,,,-24.7,-21.6,0.1,0.6,0.2,2.1,1.24,0.9
Korea,2012,KOR,9.1,553.1500000000001,536.6,537.65,2.3,6.5,,,,1.8,21.6,33.7,36.3,2.9,64.9,52.6,31.6,1.7,1.2,,,,,,,,,,,89.2,,,,,-26.4,-22.4,0.1,0.8,0.2,2.1,1.3,1.0
Korea,2013,KOR,8.0,,,,2.3,6.4,,,,1.7,21.2,29.3,36.6,3.0,64.9,52.6,31.8,1.7,1.3,,,,,,,,,,,93.0,,,,,-32.1,-24.7,0.2,1.0,0.2,2.1,1.19,1.3
Korea,2014,KOR,7.1,,,,2.3,6.0,,,,1.6,21.0,33.6,36.65,3.0,64.9,52.6,32.0,1.7,1.3,,,,,,,,,,,92.5,,,,,-46.9,-30.8,0.2,0.9,0.2,1.9,1.21,1.3
Korea,2015,KOR,16.0,524.3,518.35,516.0,2.1,5.9,,,,1.4,20.2,31.3,37.18,2.7,64.9,52.6,32.2,1.5,,,,,,,,,,,52.5,91.9,,,,,,,0.2,1.0,0.2,1.9,1.24,1.3
Korea,2016,KOR,15.2,,,,2.1,5.5,55.2,,,1.3,19.8,29.3,36.67,2.8,64.9,52.6,32.4,1.6,,,,,,,,,,,53.0,93.4,,,,,,,0.2,0.9,0.2,1.9,1.17,1.3
Korea,2017,KOR,14.2,,,,2.1,5.2,56.1,,,1.0,19.4,29.9,34.62,2.8,64.9,52.6,32.6,1.5,,,,,,,,,,,57.0,94.6,,,,,,,0.2,1.0,0.2,1.9,1.05,1.3
Korea,2018,KOR,12.3,525.8499999999999,514.6,518.9,2.1,5.0,56.7,,,0.9,18.7,26.6,34.11,2.8,64.9,52.6,32.8,1.6,,,,,,,,,,,62.7,94.5,,,,,,,0.2,1.0,0.2,2.2,0.98,1.4
Korea,2019,KOR,,,,,2.2,4.7,57.0,,,0.8,17.9,26.6,32.48,,64.9,52.6,33.0,,,,,,,,,,,,65.2,93.3,,,,,,,0.3,1.1,0.2,2.3,0.92,1.6
Korea,2020,KOR,,,,,2.1,4.2,55.5,,,0.7,18.1,24.1,31.48,,64.9,54.0,33.1,,,,,,,,,,,,62.6,94.0,,,,,,,0.5,1.1,,2.5,0.84,
Korea,2021,KOR,,,,,,,56.2,,,0.4,17.5,26.0,31.06,,64.9,54.0,33.4,,,,,,,,,,,,,,,,,,,,,,,3.0,0.81,
Korea,2022,KOR,,,,,,,,,,,,,,,64.9,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,2001,LVA,,,,,2.5,4.0,,,,22.43,6.8,13.0,,11.0,,,26.9,7.2,3.8,,,,,,,,,,,,,,,,,,1.2,0.3,0.0,42.1,1.22,
Latvia,2002,LVA,,,,,2.6,4.2,70.8,68.4,77.8,21.3,7.9,13.6,18.92,9.8,,,27.1,5.7,4.1,49.1,41.4,9.5,77.9,1.8,20.3,,,,,,6.2,17.5,20.266666666666666,27.7,,,1.1,0.3,,43.1,1.26,
Latvia,2003,LVA,,483.4,489.75,,2.1,4.4,68.0,67.1,71.9,22.4,8.3,14.3,,9.4,,,27.2,5.7,3.7,48.5,44.5,7.0,72.0,3.6,24.4,,,,,,6.5,16.933333333333334,22.333333333333332,23.866666666666664,,,1.1,0.2,0.0,44.3,1.32,
Latvia,2004,LVA,16.1,,,,2.3,4.6,66.2,67.9,60.3,21.35,8.1,12.5,,9.3,,,27.4,5.6,3.7,46.7,47.2,6.0,61.5,6.7,29.6,,,,,,7.966666666666666,17.933333333333334,22.03333333333333,25.599999999999998,,,1.0,0.2,,45.3,1.29,
Latvia,2005,LVA,19.0,,,,2.8,5.6,65.6,63.8,71.8,21.63,8.2,15.0,,7.7,,,27.7,5.5,2.2,43.9,48.3,7.8,66.8,8.0,25.2,2.5,31.7,65.8,18.2,77.4,7.033333333333334,17.233333333333334,19.433333333333334,27.066666666666666,-2.4,-1.6,1.0,0.2,0.0,44.7,1.39,
Latvia,2006,LVA,12.2,486.20000000000005,478.8,489.45,3.3,6.6,69.5,68.3,73.8,23.68,8.6,18.0,8.47,7.4,,,27.8,4.5,2.9,50.5,42.8,6.7,71.5,6.1,21.9,3.8,31.0,65.2,17.8,,5.366666666666667,14.4,17.566666666666666,21.433333333333334,-2.4,-1.6,0.9,0.2,,43.8,1.46,
Latvia,2007,LVA,14.5,,,,3.4,7.0,69.5,68.3,72.9,25.04,8.8,14.6,,8.5,,,27.9,5.6,2.9,50.3,41.6,8.1,69.3,2.9,27.4,3.6,31.0,65.4,15.9,,6.3999999999999995,14.833333333333334,16.566666666666666,22.53333333333333,-3.0,-1.9,0.9,0.2,0.0,43.2,1.54,
Latvia,2008,LVA,18.1,,,,2.9,5.9,72.7,71.8,75.5,25.53,6.3,10.3,,6.6,,,28.1,4.5,2.1,51.8,40.9,7.3,71.9,5.9,22.1,3.3,30.3,66.4,15.4,,6.033333333333334,11.966666666666667,14.0,16.099999999999998,-4.4,-2.7,1.1,0.8,,43.2,1.58,
Latvia,2009,LVA,17.2,481.95,483.65,493.79999999999995,2.4,4.6,67.6,67.7,67.4,21.99,-0.1,-2.9,,7.6,,,28.4,4.9,2.7,43.9,44.6,11.5,67.1,5.4,26.8,3.5,30.5,66.0,17.0,,6.766666666666667,20.2,27.233333333333334,25.566666666666666,5.5,2.9,1.4,1.0,0.0,43.5,1.46,2.4
Latvia,2010,LVA,17.3,,,,2.4,4.4,67.8,69.3,63.6,18.13,-1.1,-1.1,19.06,5.6,,,28.6,3.4,2.2,43.3,44.6,12.1,61.8,6.6,30.0,3.5,31.8,64.7,18.7,82.1,6.3999999999999995,22.766666666666666,30.366666666666664,29.333333333333332,5.7,3.0,1.3,0.9,0.0,44.4,1.36,2.1
Latvia,2011,LVA,16.0,,,,4.0,5.2,68.2,68.1,68.3,19.69,1.3,4.6,,6.6,,,28.7,4.2,2.4,45.9,42.3,11.9,60.0,7.3,32.6,3.3,32.5,64.1,18.0,86.0,7.333333333333333,19.566666666666666,21.566666666666666,27.599999999999998,4.7,2.4,0.9,0.9,0.0,44.6,1.33,1.8
Latvia,2012,LVA,15.6,490.6,488.95,502.25,3.6,5.5,68.1,68.7,66.3,20.31,2.7,6.3,,6.3,,,28.8,4.2,2.1,47.9,40.9,11.2,60.0,6.5,32.8,2.6,28.7,68.7,26.4,87.3,7.166666666666667,19.1,20.3,26.7,4.4,2.3,0.8,0.8,0.0,45.0,1.44,1.6
Latvia,2013,LVA,15.6,,,,3.5,5.7,71.1,70.5,72.9,19.91,3.4,7.7,,4.4,,,29.0,2.5,1.9,53.4,37.5,9.1,62.7,7.6,29.3,2.5,30.7,66.8,23.3,89.5,3.1999999999999997,15.833333333333334,17.533333333333335,22.53333333333333,6.0,3.1,0.9,0.9,0.0,44.6,1.52,1.8
Latvia,2014,LVA,15.6,,,,3.1,6.3,70.1,70.0,70.4,19.83,4.1,7.7,21.12,3.8,94.0,1.4,29.2,2.8,1.0,53.2,38.6,8.2,65.6,6.1,27.7,1.6,30.6,67.8,24.0,91.0,3.733333333333333,14.533333333333333,16.599999999999998,19.366666666666667,12.0,5.9,1.0,0.9,0.0,44.0,1.65,2.0
Latvia,2015,LVA,12.3,482.35,487.8,490.25,2.6,6.9,73.3,73.3,73.2,17.99,3.5,8.3,,4.1,94.0,1.4,29.4,2.5,,57.5,35.6,6.9,71.2,3.9,24.7,1.7,27.9,70.5,20.9,91.6,3.1,13.0,13.300000000000002,18.766666666666666,,,1.3,0.9,0.0,41.5,1.7,2.2
Latvia,2016,LVA,13.0,,,,3.1,6.6,74.6,75.3,72.8,15.4,2.4,5.9,,3.7,94.0,1.4,29.6,2.5,,58.4,34.0,7.6,66.8,6.3,25.8,2.0,29.4,68.5,26.4,92.6,3.5,14.433333333333332,18.4,18.033333333333335,,,1.4,0.9,0.0,40.9,1.74,2.3
Latvia,2017,LVA,11.1,,,,3.1,6.8,74.7,74.2,76.2,14.71,3.5,7.1,,4.1,94.0,1.4,29.7,3.2,,59.4,32.9,7.7,66.7,5.7,27.6,2.9,27.6,69.5,31.3,93.3,2.9,13.9,20.333333333333332,16.466666666666665,,,1.3,0.9,0.0,40.4,1.69,2.3
Latvia,2018,LVA,10.5,496.20000000000005,478.4,487.2,3.1,6.8,78.0,78.9,75.8,12.11,3.5,8.0,20.29,3.2,94.0,1.4,29.9,1.8,,61.5,30.0,8.5,70.8,4.8,24.4,1.6,27.8,70.5,25.9,93.0,2.8666666666666667,11.233333333333334,14.033333333333333,14.866666666666667,,,1.4,0.9,0.0,39.5,1.6,2.3
Latvia,2019,LVA,10.2,,,,3.1,6.7,78.3,78.5,77.6,12.55,3.2,6.2,19.76,,94.0,1.4,30.0,,,,,,,,,,,,28.5,93.0,3.2,10.033333333333333,13.766666666666666,12.700000000000001,,,1.4,0.9,0.0,38.4,1.61,2.3
Latvia,2020,LVA,,,,,2.7,5.6,74.8,72.9,78.7,10.54,2.9,4.9,,,94.0,1.4,30.0,,,,,,,,,,,,27.2,92.8,3.8499999999999996,13.633333333333333,16.866666666666667,20.03333333333333,,,,,,39.5,1.55,
Latvia,2021,LVA,,,,,,,75.6,76.6,73.4,9.84,3.9,3.9,,,94.0,1.4,30.2,,,,,,,,,,,,,,1.6,14.933333333333332,21.099999999999998,21.633333333333336,,,,,,,1.57,
Latvia,2022,LVA,,,,,,,,,,,,,,,94.0,1.4,,,,,,,,,,,,,,,4.1000000000000005,11.933333333333332,13.4,18.2,,,,,,,,
Lithuania,2001,LTU,,,,,3.2,4.5,,,,21.15,2.8,3.7,,8.0,,,26.8,4.2,3.8,,,,,,,,,,,,,,,,,,0.8,0.4,0.0,25.4,1.29,
Lithuania,2002,LTU,,,,,3.1,4.7,72.6,74.2,66.8,20.87,5.5,9.0,15.08,8.1,,,26.8,4.4,3.7,34.1,57.1,8.7,51.7,5.8,42.5,,,,,,,,,,,,0.7,0.4,,28.0,1.23,
Lithuania,2003,LTU,,,,,3.1,5.0,77.8,78.6,74.9,21.03,5.6,9.9,,6.9,,,27.1,3.8,3.1,49.2,44.5,6.3,72.2,4.8,23.1,,,,,,,,,,,,0.7,0.3,0.0,29.5,1.26,
Lithuania,2004,LTU,16.5,,,,3.3,5.7,74.1,74.7,72.0,20.02,6.9,10.0,,8.1,,,27.3,4.9,3.2,49.7,44.7,5.6,64.0,12.5,23.4,,,,,,,,,,,,0.7,0.4,,28.5,1.27,
Lithuania,2005,LTU,18.7,,,,3.3,6.0,75.6,75.8,74.6,19.67,6.8,11.4,,7.1,,,27.5,4.2,2.9,47.9,46.3,5.9,65.5,6.5,27.8,1.2,23.5,75.2,13.2,58.7,2.4,11.433333333333332,15.866666666666667,17.433333333333334,-24.0,-13.8,0.7,1.0,0.0,28.0,1.29,
Lithuania,2006,LTU,15.5,486.4,470.5,488.04999999999995,3.4,6.5,75.9,76.9,72.4,20.43,5.4,9.7,16.82,7.2,,,27.6,4.1,3.1,47.9,45.4,6.7,60.9,5.8,33.2,1.4,21.8,76.7,,,,,,,-19.3,-11.3,0.7,0.9,,28.8,1.33,
Lithuania,2007,LTU,14.4,,,,3.5,7.1,76.6,78.1,71.2,19.41,6.2,9.6,,6.3,,,27.8,3.6,2.7,52.2,39.4,8.4,63.0,8.0,28.7,1.9,21.1,77.1,,,,,,,-16.3,-9.8,0.8,0.9,0.0,27.8,1.36,
Lithuania,2008,LTU,15.9,,,,3.2,7.5,75.0,75.3,73.8,19.25,5.4,7.9,,5.5,,,28.1,3.1,2.4,56.3,34.2,9.5,64.3,4.6,29.0,2.9,20.1,77.0,,,,,,,-13.2,-8.1,1.4,0.9,,26.6,1.45,
Lithuania,2009,LTU,19.4,476.65,468.85,491.5,2.9,6.5,73.5,74.7,70.1,16.14,-1.1,-1.2,,5.6,,,28.5,3.3,2.3,52.1,36.8,11.1,61.8,7.5,29.2,2.8,21.1,76.1,,,,,,,-19.6,-8.7,2.3,1.2,0.0,25.4,1.5,
Lithuania,2010,LTU,15.7,,,,3.2,6.0,71.8,74.0,65.9,13.24,-2.0,-2.4,10.64,5.0,,,28.9,2.7,2.3,50.3,35.3,14.5,58.9,6.5,34.0,2.8,21.9,75.3,15.6,72.3,3.966666666666667,17.933333333333334,24.0,26.733333333333334,2.5,-8.2,1.8,1.1,0.0,25.7,1.5,
Lithuania,2011,LTU,14.7,,,,3.4,6.3,74.0,76.8,66.2,14.05,-0.1,3.0,,4.8,,,28.9,3.0,1.8,54.9,31.8,13.3,59.1,6.1,34.3,2.2,22.9,74.9,,73.4,,,,,2.4,-7.5,1.3,1.1,0.0,27.7,1.55,
Lithuania,2012,LTU,18.4,478.79999999999995,477.55,495.75,3.5,6.9,75.5,77.9,68.5,14.52,0.4,3.9,,3.9,,,29.0,2.4,1.5,57.9,29.5,12.6,58.5,7.8,32.8,1.7,21.6,76.7,,74.4,,,,,-15.2,-6.6,1.0,0.8,0.0,28.8,1.6,
Lithuania,2013,LTU,13.9,,,,3.4,6.9,74.3,76.6,68.0,14.21,1.9,5.0,,3.7,,,29.2,2.1,1.6,57.6,30.5,11.9,57.6,7.2,34.0,2.0,25.3,72.7,,79.4,,,,,-14.1,-5.5,0.8,0.8,0.0,29.5,1.59,
